"Locality","Site","InsularCoast","Position","Acropora.cervicornis","Acropora.palmata","Madracis.mirabilis","Madracis.sp","Oculina.diffusa","Porites.porites","Porites.sp","Agaricia.sp","Dichocoenia.stokesii","Meandrina.meandrites","Porites.astreoides","Pseudodiploria.clivosa","Pseudodiploria.strigosa","Other.Scleractinian.plate","Agaricia.agaricites.danai","Agaricia.tenuifolia","Other.Scleractinian.foliose","Agaricia.agaricites.agaricites","Agaricia.humilis","Colpophyllia.natans","Diploria.labyrinthiformis","Isophyllia.sp","Meandrina.sp","Montastrea.cavernosa","Orbicella.annularis","Orbicella.faveolata","Orbicella.franksi","Orbicella.sp","Porites.branneri","Siderastrea.radians","Siderastrea.siderea","Siderastrea.sp","Solenastrea.sp","Stephanocoenia.intersepta","Other.Scleractinian.massive","Dendrogyra.cylindrus","Mussa.angulosa","Other.Scleractinian.solitary.other","Madracis.decactis","Other.Scleractinian.encrusting","Eusmilia.fastigata","Other.Scleractinian.flower.cup","Briareum.asbestinum","Eunicea.sp","Gorgonia.sp","Muricea.sp","Plexaura.sp","Plexaurella.sp","Pseudoplexaura.sp","Pseudopterogorgia.sp","Pterogorgia.sp","Other.Octocorals.erect","Erythropodium.caribaeorum","Other.octocoral.encrusting","Millepora.alcicornis","Millepora.complanata","Millepora.sp","Palythoa.caribbaeorum","Zoanthus.sp","Agelas.sp","Aplysina.sp","Callyspongia.sp","Cliona.sp","Desmapsamma.sp","Ircinia.sp","Mycale.sp","Niphates.sp","Other.Sponge.massive","Other.Sponge.encrusting","Aiolochroia.sp","Other.Sponge.erect","Cyanobacteria","Turf","Other.Algae","Acetabularia","Caulerpa.racemosa","Caulerpa.sp","Dictyota.sp","Galaxaura.sp","Lobophora.variegata","Sargassum.sp","Ulva.sp","Ventricaria.sp","Other.clorophyta.Fleshy.algae","Other.Fleshy.algae","Actinaria","Diadema.antillarum","Bivalves","Spirobranchius.sp","Other.polychaete","Tunicates","Other.Other.invertebrates","Biotic.unknown","Dead.calcareous.algae","Dead.coral","Dead.octocoral","Gap","Rock","Rubble","Sand","Trash","Unknown","Artifact","Hydroidolina","Palythoa.sp","Crustose.coraline","Halimeda.sp","Other.Calcareous.algae","Xetospongia.sp","Palythoa.grandis","Palythoa.grandiflora","Eucheuma","Clavelina.sp","Pseudodiploria.sp","latitude","longitude"
"Los Roques","Las Salinas","Insular","West",0,0,0,0,0,0,0,0,0,0,0.411711576095138,0,1.08133684497321,0,0,0,0,0,0.133333333333333,0.136986301369863,1.16103744740108,0,0.0666666666666667,1.70205097932371,0.206043956043956,3.35042106088183,0,0,0,0.0666666666666667,3.02117038212929,0,0,0,0.0686813186813188,0,0,0,0,0.135159817351598,0,0,0.135347985347986,0.549075250196048,0.550207368389187,0,11.0833549596937,0.0686813186813188,3.67473962318296,3.26995868390638,0,0.88530784284209,0,0,1.64306762146114,0,0,0.137551842097297,0,0,0,0,0,0,0,0,0,0.137363674100909,0.0666666666666667,0,0,0.613539096851674,34.3702463995117,0,0,0,0,3.02111103923059,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.205479452054795,0,0,0.137362637362637,0,0,7.62867773571386,18.5077392304665,0,0,0.411713649571681,0,0,0.686816297028004,0.274725274725275,0,0,0,0,0,0,0,11.74,-66.807
"Los Roques","Madriski","Insular","West",0,0,0,0,0,0,0,1.4,0,0,1.2,0,0,0,0.2,0,0.0666666666666667,0.133333333333333,0,2.6,0,0,0,0.466666666666668,0,4.06666666666667,0.133333333333333,0,0,0,0,0,0,0,0.133333333333333,0,0,0.0666666666666667,0,0,0.400000000000001,0,4.2,1.53333333333333,0,0,1.93333333333333,0.6,2.4,4.8,0.2,1.33333333333333,0.533333333333332,0,2.53333333333333,0,0.0666666666666667,0.2,0,0.4,0,0.333333333333333,0.0666666666666667,0,0,0,0,1.6,0.933333333333334,0,0.533333333333334,0.2,35.7333333333333,0.0666666666666667,0,0,0,6.99999999999999,0,0,0,0,0,0.0666666666666667,2.46666666666667,0,0,0,0,0,0,0,1.26666666666667,0,0,0.0666666666666667,0.333333333333334,0,0.2,16.8666666666667,0,0,0.133333333333333,0,0,0.533333333333333,0,0,0,0,0,0,0,0,11.94,-66.661
"Los Roques","Rabuski","Insular","West",0,0,0,0,0,0,0,0.897069597069598,0,0,0,0,0.0666666666666667,0.0666666666666667,0,0,0,0,0.133333333333333,2.14835164835165,0,0,0,0,3.56666666666667,38.5435897435897,0,1.2,0,0,0.153846153846154,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,3.30952380952381,0.414285714285714,0,0,0.645054945054945,0,0.0714285714285715,2.37948717948718,0,0.501465201465201,1.75531135531136,0.153846153846154,3.82014652014652,0,0.133333333333333,0,0,0.0666666666666667,0.761904761904761,0.148351648351648,0,0,0,0.0714285714285715,0,0.215018315018315,0.343589743589744,0,0.687179487179487,1.41391941391941,26.5908424908425,0,0,0,0,0.0666666666666667,0,0.0666666666666667,0,0,0,0,0.2,0,0,0,0,0.076923076923077,0,0,2.07655677655678,0,0,0.133333333333333,0.287179487179487,0,1.42490842490843,3.0032967032967,0,0,0.343589743589744,0,0,1.99523809523809,0,0,0,0,0,0,0,0,11.882,-66.689
"Mochima","Blanca","Continental","East",0,0,0,0,0,0,0,0,0.832624015411756,0.209497206703911,0.276453224341508,0,5.24721896633668,0,0,0,0,0,0,12.7863043923164,0,0,0.416666666666668,1.3170226152964,0,0,0,0,0,0.0694444444444445,0.27816573556797,0,0,0.138888888888889,0.139276846679081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6098184822668,0,0,0,0,0,0,0.0698324022346368,0,0,0,0,0,0.207784695477448,0.0698324022346368,0,0.277777777777778,3.75230026199308,29.0070267929781,0.208721291123526,0,0,0,0,0,0,0,0,0,0,0,0.346285626576145,0,0,2.0141827642722,0.139664804469274,0,0,0.346285626576145,0,0,0,0,0,0,8.66209003326924,0,0,0.899192075259161,0,0,9.67764196083803,0,0,0,0,0,0,0,0,10.394,-64.335
"Mochima","Carabela","Continental","East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887978142076502,0,0,0,0.0696378830083565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7595917621809,0,0,0,0,0,0,0,0,0,0,0,0,0.134972677595629,0.137943893937318,0,0.134972677595629,0,36.1375557483599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696378830083565,5.37619373791802,1.50744478438894,0,0,0,0,0,0,0,0,3.19460249326453,33.9099943680838,0,0.204610560603985,0.201639344262295,0,0,0.273224043715848,0,0,0,0,0,0,0,0,10.387,-64.375
"Mochima","Gabarra","Continental","East",0,0,0,0,0,0,0,0,0,0,0.0684931506849315,0,1.47819301132657,0,0,0,0,0,0,1.00872657593548,0,0,0,0,0,0,0,0,0,0,0.553004358655044,0,0,0.0710227272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47124066002491,0.142045454545455,14.9985237650478,0,0,0,0,0,0,0,0,0,0.345427489177489,0,0,0.542897912589694,0.148809523809524,0,0,0.816166681492024,37.0177192670343,0,0,0,0,0,0,0,0,0,0,0,0,0.342897912589693,0,0,0,0.0710227272727273,0,0,0.0684931506849315,0,0,0,0,0,0,39.9698033416355,0,0,0.317302674494455,0,0,0.568209615726738,0,0,0,0,0,0,0,0,10.382,-64.338
"Mochima","Garrapata","Continental","East",0,0,0,0,0,0,0,0,0.072463768115942,0,0.301656341349016,0,8.29015796339209,0,0,0,0,0,0,14.0193611828808,0,0,0,4.31354581734667,0,0.217391304347826,0,0,0,0,0.236379062633002,0,0,0,0.0726744186046513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36930726489504,0,0,0,0,0,0,0,0.0726744186046513,0,0,0,0,0.431821315461816,0.0912408759124087,0,0.072463768115942,2.10849670773758,48.2573673944182,0,0,0,0,0,0,0,0,0,0,0,0,0.577170152671117,0,0,0.573366257482445,0,0,0,0.145348837209302,0,0,0,0,0,0,11.2383163507639,0,0,1.31646441627442,0,0,3.22233238178325,0,0,0,0,0,0,0,0,10.381,-64.338
"Mochima","Punta Cruz","Continental","East",0,0,0,0,0,0,0,0,1.39786367232372,0,0,0,1.9693056127785,0,0,0,0,0,0,1.12332160703155,0,0,0,2.20596206103856,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899280575539567,0,0,0,0,0,0.870718519524004,0,0,0,0,0,0,0,0.220264317180617,0,0,0,0.208333333333333,0.204471781231818,0.289988273698222,0.0899280575539567,0,3.57638338668272,38.5247488153605,0.550660792951542,0,0,0,1.99833284398996,0.110132158590308,0,0,0,0,0,0,0,0,0,0.278607302836976,0.0899280575539567,0,0,0.110132158590308,0.208333333333333,0,0,0,0,0.330396475770925,42.5579181738144,0,0,1.09464070336284,0,0,0.649700503914048,0,0,0,0,0,0,0,0,10.396,-64.368
"Mochima","San Agustin","Continental","East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899280575539567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.97889479415603,0,0,0,0,0,0,0,0,0.550422123246693,0.426192487684173,0,0,0.575364950757839,0.162866449511401,2.06118650179374,3.12223356256964,0.407166123778502,55.4603618981829,0,0,0,0,0,0,0,0,0,0,0,0,0.183474041082231,0,0,0,0,0,0,0.0899280575539567,0,0,0,0,0,0,25.8502292612961,0,0.405584896113342,1.63616679471956,0,0,0,0,0,0,0,0,0,0,0,10.382,-64.347
"Morrocoy","Bajo Caiman","Continental","West",0,0,0,0,0,0,0.0666666666666667,0,0,0,1.06666666666667,0,0,0,0,0,0,0,0,0.342465753424658,0,0,0,0,0.201826484018265,0.605105172542856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36022157347106,0.20327868852459,0,0,0.933333333333333,0.133333333333333,2.24974174713676,6.34364847668238,0.8,0.677625570776258,16.1193352795868,0,5.29074032487462,0,0.2,1.13333333333334,0,0.0666666666666667,0,0.201639344262295,0,0,0,0,0,0.272146118721461,0.268306010928962,0,0.0666666666666667,0.201826484018265,23.6906729545625,0.266666666666667,0,0,0,1.86666666666667,0,0,0,0,0,0,0.733333333333333,0,0,0,0,0,0,0,1.011849689348,0,0,0,0.0666666666666667,0,1.5464480874317,26.6746837338124,0,0,0.135159817351598,0,0,0.20327868852459,0,0,0,0,0,0,0,0,10.851,-68.069
"Morrocoy","Boca Seca","Continental","West",0,0,0,0,0,0.0686813186813188,0,0.0686813186813188,0,0,0.424722788408108,0,0.209616972622753,0,0,0,0,0,0.20630259263277,0.433526011560692,0,0,0,0,0,0.889542762867159,0,0,0,0,0,0,0.067024128686327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74594172583449,0,0,0.0686813186813188,2.91673315294478,0,0.740579795539581,0.2697537047403,0,5.60137668743877,0,0,0,0,0,0,0,0,0,0,0.134048257372654,0,0,0,67.6171334244643,0,0,0,0,7.50080486003482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139278463946442,0,0,0,0,0,2.2232252165693,1.80635838150289,0,0.137362637362637,0.481286503946858,0,0,6.24933797548049,0,0,0,0,0,0,0,0,10.834,-68.237
"Morrocoy","Medio","Continental","West",0,0,0,3.79834254143648,0,0,0,1.37451415466635,0,0,0,0,0.0673854447439352,0.0673854447439352,0.688932406069903,0.628491620111733,0,0,0.203831662968534,0.209497206703911,0,0,0,0,0,27.2080250388747,0,0,0,0,0,0,0,0,0,0,0,0,0.0698324022346368,0,0,0,0,0,0.069060773480663,0,0,0,0,0,0,0,0,0,1.29359400879981,0.27366406520317,0,0.202156334231806,0,0,0,0.0673854447439352,0,0,0,0,0,0.0673854447439352,0.2777863514306,0,0.0698324022346368,0,53.4591701068275,0,0.13477088948787,0,0,0.411013983410523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673854447439352,0,0,0,0,0,2.48618784530387,0.34839038241921,0,0,1.71168472222488,0,0,4.74429387815954,0,0,0,0,0,0,0,0,10.742,-68.236
"Morrocoy","Mero","Continental","West",0,0,0.133333333333333,0,0,0.266666666666666,0,0,0,0,0.800000000000001,0,0.0666666666666667,0,0,0,0,0.0666666666666667,0.0666666666666667,1.6,0,0,0,0,0,0.2,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0.0666666666666667,0,0,0.0666666666666667,0,0,1.13333333333333,0,0,0.399999999999999,0,0.0666666666666667,0,0,0.0666666666666667,0,0,0,0.133333333333333,0,0,0,0,0,0.400000000000001,0.266666666666667,0,0.933333333333333,1.26666666666667,32.4,0,0,0,0,7.93333333333332,0,0,0,0,0,0.0666666666666667,1.73333333333333,0,0,0,0,0,0,0.133333333333333,0.533333333333334,0,0,0,0.133333333333333,0,34.0666666666667,13.9333333333333,0.133333333333333,0,0.0666666666666667,0,0,0.466666666666668,0,0,0,0,0,0,0,0,10.82,-68.248
"Morrocoy","Norte","Continental","West",0,1.34845703295743,0,0,0,0,0,0.47118096314653,0,0,0.0668449197860962,0,0,0,1.40285492496119,0,0,0,0.336217242541582,0.93764326749702,0,0,0,0,1.08346446367689,44.7846601106169,0,1.60356506238859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067750677506775,0,0,0,0,0,0,0,0,0,0.601607153125179,0,2.80912265151632,1.20519234086597,0,0.268644818154236,0,0,0,0,0,0,0,0,0,0.201612903225806,0.134595597292871,0,0,0.669191194585742,29.6992525102929,0,0,0,0,0.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337114258239356,0,0.0668449197860962,0,0,0,0,0,0,0.0672043010752687,3.42813194657736,0,0,8.27551340685047,0,0,0,0,0,0,0,0,10.78,-68.201
"Morrocoy","Sombrero","Continental","West",0,0,0,0,0,0,0,0.33513035665116,0,0,1.28406462854925,0,1.01043108676903,0,0.540004124136509,0,0,0,0.067750677506775,12.7066300193387,0,0,0,0.610151267435525,0,9.86315920417751,0,0.067750677506775,0,0,0.067750677506775,0,0,0.601604278074867,0.0668449197860962,0,0,0,0.0683060109289618,0.0673854447439352,0.136612021857924,0,0.0683060109289618,0.478142076502732,0,0,0.135150930715058,1.47058823529412,1.6240148041534,7.13887257732539,0.0668449197860962,0.202521566994646,0.340068963501944,0,0.270652285728608,0,0,0,0,0,0,0.541669964311563,0,0,0.13477088948787,0,0,1.49186041822883,0.406694165699997,0,1.48205740694051,0,35.117489056191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13513612225071,0,0,0,0,0,3.04287977902772,16.9402343067782,0,0,1.08152825309026,0,0,0.336941872092518,0,0,0,0,0,0,0,0,10.889,-68.215
"Morrocoy","Sur","Continental","West",0,0,0,0,0,0,0,0.0859106529209623,0,0,0.190952669727685,0,0.361707744892668,0,0,0.840336134453783,0,0,0.17922599306785,7.25285520819584,0,0,0,0,0.77319587628866,35.7420070785933,0,0,0,0,0,0,0,0.171821305841925,0.0859106529209623,0,0,0,0,0.0741839762611275,0,0,0,0,0,0,0,0,0,0,0,0,0.0859106529209623,0,0.841250413928835,0.190952669727685,0,0,0,0,0.0859106529209623,0,0,0,0,0.37876464454395,0,0.0741839762611275,0.0741839762611275,0,0,0,36.2030105595082,0,0,0,0,3.68985276288028,0,0,0,0,0.0912408759124087,0,0,0,0,0,0,0,0,0,0.257731958762888,0,0,0,0,0,1.26050420168067,8.44786658889442,0,0,2.27833522699167,0,0,0.282193545640094,0,0,0,0,0,0,0,0,10.729,-68.244
"Ocumare","Cienaga este","Continental","Center",0,0,0.133333333333333,0,0,0,0,0,0,0.0666666666666667,1.33333333333333,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0.266666666666667,1.86666666666666,10.2,0,0.266666666666667,0,0,0.133333333333333,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0.0666666666666667,0,0.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0.133333333333333,0,0,0.0666666666666667,69.7333333333333,1.66666666666667,0,0,0,0.133333333333333,0,0,0,0,0,0.533333333333333,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,2.06666666666667,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.487,-67.804
"Ocumare","Cienaga interno","Continental","Center",0,0,0,0,0,0,0,0,0,0,1.26666666666667,0,1.26666666666667,0,0,0.0666666666666667,0,0.0666666666666667,0.0666666666666667,5.8,0.133333333333333,0,0,1.8,0,7.19999999999999,0,0,0,0.0666666666666667,0.266666666666667,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0.266666666666667,0,0,0.0666666666666667,0,2.53333333333333,0.933333333333332,0,0.466666666666667,3.33333333333334,0,5.13333333333332,0.2,0,0.0666666666666667,0,0,0,0,0,0,0.133333333333333,0,0,0.133333333333333,0.133333333333333,0,0,0.0666666666666667,35.2666666666667,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,1,0,0,0.133333333333333,0.4,0,0.133333333333333,28.3333333333333,0,0,0.2,0.0666666666666667,0.133333333333333,0,0,0,0,0,0,0,0,0,10.475,-67.809
"Ocumare","Cienaga oeste","Continental","Center",0,0,0,0,0,0,0,0,0,0,0.533333333333334,0,0.533333333333332,0,0,0,0,0.0666666666666667,0.0666666666666667,5.73333333333333,0,0,0,1,0,4.53333333333332,0,0,0,0,0.8,0.0666666666666667,0,0,0,0.666666666666668,0,0,0.133333333333333,0,0,0,0.933333333333334,0.4,0,0,2.8,0,1.86666666666667,2,0,0.2,1.33333333333334,0,1.66666666666667,0,0,2.53333333333333,0,0,0,0,0,0,0,0,0,0.533333333333332,0,0,0.0666666666666667,0,50.4,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0.0666666666666667,0,0.333333333333333,20.5333333333333,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,10.478,-67.809
"Ocumare","Guabinitas","Continental","Center",0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.466666666666667,0,0,0,0,0,0.0666666666666667,0.0666666666666667,0,0,0,0.733333333333332,0,0.266666666666667,0,0,0,0,2.53333333333333,0,0,0,0,0,0,0,0,0,0,0,0.399999999999999,0.533333333333334,0.733333333333334,0,3.66666666666667,0.0666666666666667,1.26666666666667,6,0.666666666666668,0.666666666666668,2.2,0,1.13333333333333,0.2,0.133333333333333,5.06666666666667,0,0,0,0,0,0,0,0,0,0.266666666666667,0,0,0,0.133333333333333,44.5333333333333,0,0,0,0,0.6,0,0,0,0,0,0,0.133333333333333,0,0,0,0,0,0,0,0.133333333333333,0,0,0.133333333333333,0.333333333333332,0,0.0666666666666667,26.3333333333333,0,0,0,0,0,0.133333333333333,0,0,0,0,0,0,0,0,10.484,-67.825
