"File","Locality","Site","Transect","Loc","InsularCoast","Position","Scleractinian","Octocorals","Antipatharia","Hidrocorals","Zoanthids","Sponge","Algae","Fleshy algae","Calcareous algae","Seagrass","Other invertebrates","Unknown","Abiotic"
"agua_t1.rndpts.csv","Los Roques","Cayo Agua","t1","LRQ","Insular","West",18.6666666666667,1.33333333333333,0,0.8,0,0,54.9333333333333,0.533333333333333,0.266666666666667,0,0,0.8,22.6666666666667
"agua_t2.rndpts.csv","Los Roques","Cayo Agua","t2","LRQ","Insular","West",24.8,2.13333333333333,0,0.8,0,1.06666666666667,41.0666666666667,0.266666666666667,9.6,0,0,0,20.2666666666667
"agua_t3.rndpts.csv","Los Roques","Cayo Agua","t3","LRQ","Insular","West",44.5333333333333,3.2,0,0.8,0,0,36.2666666666667,0,0.266666666666667,0,0,1.06666666666667,13.8666666666667
"agua_t4.rndpts.csv","Los Roques","Cayo Agua","t4","LRQ","Insular","West",27.4666666666667,3.2,0,0.266666666666667,1.6,0.266666666666667,21.3333333333333,0.266666666666667,0,0,0,0,45.6
"agustin_t1.rndpts.csv","Mochima","San Agustin","t1","MOC","Continental","East",0,0,0,24,0,5.06666666666667,36.8,18.1333333333333,0,0,0.266666666666667,0,15.7333333333333
"agustin_t2.rndpts.csv","Mochima","San Agustin","t2","MOC","Continental","East",0,0,0,2.66666666666667,0,2.4,44,34.6666666666667,0,0,0.266666666666667,0,16
"agustin_t3.rndpts.csv","Mochima","San Agustin","t3","MOC","Continental","East",0.266666666666667,0,0,1.86666666666667,0,6.66666666666667,51.4666666666667,25.8666666666667,0,0,0,0.266666666666667,13.6
"agustin_t4.rndpts.csv","Mochima","San Agustin","t4","MOC","Continental","East",0,0,0,0,0,2.4,11.4666666666667,72.5333333333333,0,0,0,0,13.6
"blanca_t1.rndpts.csv","Mochima","Blanca","t1","MOC","Continental","East",17.3333333333333,0,0,17.8666666666667,0,1.06666666666667,39.7333333333333,4.53333333333333,2.4,0,3.73333333333333,0.266666666666667,13.0666666666667
"blanca_t2.rndpts.csv","Mochima","Blanca","t2","MOC","Continental","East",24.2666666666667,0,0,18.9333333333333,0,0.266666666666667,30.4,4,9.33333333333333,0,2.13333333333333,0.533333333333333,10.1333333333333
"blanca_t3.rndpts.csv","Mochima","Blanca","t3","MOC","Continental","East",18.1333333333333,0,0,25.3333333333333,0,0.8,26.6666666666667,4,16.8,0,2.66666666666667,0.266666666666667,5.33333333333333
"blanca_t4.rndpts.csv","Mochima","Blanca","t4","MOC","Continental","East",24,0,0,25.0666666666667,0,0.266666666666667,29.3333333333333,2.13333333333333,9.6,0,1.06666666666667,0.266666666666667,8.26666666666667
"bs_t1.rndpts.csv","Morrocoy","Boca Seca","t1","MOR","Continental","West",3.2,1.6,0,0,0.266666666666667,0,65.6,17.6,0.266666666666667,0,0,0.266666666666667,11.2
"bs_t2.rndpts.csv","Morrocoy","Boca Seca","t2","MOR","Continental","West",0.8,0.8,0,0.8,1.06666666666667,0,72.8,18.9333333333333,0.266666666666667,0,0,0,4.53333333333333
"bs_t3.rndpts.csv","Morrocoy","Boca Seca","t3","MOR","Continental","West",4.26666666666667,1.33333333333333,0,0.8,5.33333333333333,0,71.7333333333333,3.2,12.5333333333333,0,0,0,0.8
"bs_t4.rndpts.csv","Morrocoy","Boca Seca","t4","MOR","Continental","West",0.8,14.9333333333333,0,2.4,15.4666666666667,0.533333333333333,52,1.06666666666667,11.4666666666667,0,0,0.266666666666667,1.06666666666667
"caiman_t1.rndpts.csv","Morrocoy","Bajo Caiman","t1","MOR","Continental","West",1.86666666666667,35.4666666666667,0,1.6,0,0.8,8,2.66666666666667,0,0,0,0.533333333333333,49.0666666666667
"caiman_t2.rndpts.csv","Morrocoy","Bajo Caiman","t2","MOR","Continental","West",0.533333333333333,39.7333333333333,0,2.13333333333333,0,0.533333333333333,6.13333333333333,2.4,0.533333333333333,0,0,1.33333333333333,46.6666666666667
"caiman_t3.rndpts.csv","Morrocoy","Bajo Caiman","t3","MOR","Continental","West",2.66666666666667,22.9333333333333,0,12.8,3.46666666666667,1.33333333333333,45.3333333333333,0.8,0,0,0,0.8,9.86666666666667
"caiman_t4.rndpts.csv","Morrocoy","Bajo Caiman","t4","MOR","Continental","West",4,35.2,0,5.33333333333333,1.06666666666667,0.8,36.8,9.6,0.266666666666667,0,0,1.33333333333333,5.6
"carabela_t1.rndpts.csv","Mochima","Carabela","t1","MOC","Continental","East",0,0,0,8.26666666666667,0,0,42.6666666666667,2.4,1.06666666666667,0,8.8,0,36.8
"carabela_t2.rndpts.csv","Mochima","Carabela","t2","MOC","Continental","East",0.266666666666667,0,5.06666666666667,9.6,0,0.266666666666667,29.0666666666667,4.26666666666667,6.13333333333333,0.266666666666667,6.13333333333333,0,38.9333333333333
"carabela_t3.rndpts.csv","Mochima","Carabela","t3","MOC","Continental","East",3.46666666666667,0,0,12.8,0,0.8,35.2,2.4,0,0,4.53333333333333,0,40.8
"carabela_t4.rndpts.csv","Mochima","Carabela","t4","MOC","Continental","East",0,0,0,34.1333333333333,0,0.533333333333333,28,0,0,0,7.46666666666667,0,29.8666666666667
"charagato_t1.rndpts.csv","Cubagua","Charagato","t1","CUB","Insular","East",1.06666666666667,45.0666666666667,0,15.2,0,0.266666666666667,1.86666666666667,4.53333333333333,0,0,0,0,32
"charagato_t2.rndpts.csv","Cubagua","Charagato","t2","CUB","Insular","East",0,60,0,6.13333333333333,0,0.8,2.13333333333333,0,0,0,0,1.06666666666667,29.8666666666667
"charagato_t3.rndpts.csv","Cubagua","Charagato","t3","CUB","Insular","East",11.7333333333333,22.4,0,10.1333333333333,0,0.533333333333333,23.7333333333333,2.66666666666667,0,0,0.533333333333333,2.4,25.8666666666667
"charagato_t4.rndpts.csv","Cubagua","Charagato","t4","CUB","Insular","East",2.66666666666667,42.4,0,0.266666666666667,0,1.33333333333333,2.66666666666667,0,0,0,0,0.533333333333333,50.1333333333333
"cienaga_este_t1.rndpts.csv","Ocumare","Cienaga este","t1","OCU","Continental","Center",16.5333333333333,0,0,0,0,0.266666666666667,77.8666666666667,2.4,0,0,0,0,2.93333333333333
"cienaga_este_t2.rndpts.csv","Ocumare","Cienaga este","t2","OCU","Continental","Center",14.1333333333333,0.266666666666667,0,0.266666666666667,0,0.533333333333333,71.7333333333333,0.533333333333333,0,0,0,0,12.5333333333333
"cienaga_este_t3.rndpts.csv","Ocumare","Cienaga este","t3","OCU","Continental","Center",14.6666666666667,0,0,0,0,0,73.3333333333333,2.13333333333333,0,0,0,0,9.86666666666667
"cienaga_este_t4.rndpts.csv","Ocumare","Cienaga este","t4","OCU","Continental","Center",12.2666666666667,0.266666666666667,0,0.266666666666667,0,0,62.9333333333333,24.2666666666667,0,0,0,0,0
"cienaga_interno_t1.rndpts.csv","Ocumare","Cienaga interno","t1","OCU","Continental","Center",10.6666666666667,5.06666666666667,0,2.66666666666667,0.8,0,34.6666666666667,0,0,0,0,3.46666666666667,42.6666666666667
"cienaga_interno_t2.rndpts.csv","Ocumare","Cienaga interno","t2","OCU","Continental","Center",18.9333333333333,3.73333333333333,0,12.2666666666667,0,0,35.2,2.13333333333333,0,0,0.266666666666667,0,27.4666666666667
"cienaga_interno_t3.rndpts.csv","Ocumare","Cienaga interno","t3","OCU","Continental","Center",24.5333333333333,6.66666666666667,0,1.06666666666667,0,0.8,22.1333333333333,0,0,0,0,0,44.8
"cienaga_interno_t4.rndpts.csv","Ocumare","Cienaga interno","t4","OCU","Continental","Center",18.1333333333333,14.9333333333333,0,5.33333333333333,0,0.8,49.3333333333333,9.06666666666667,0,0,0,0.533333333333333,1.86666666666667
"cienaga_oeste_t1.rndpts.csv","Ocumare","Cienaga oeste","t1","OCU","Continental","Center",18.1333333333333,12,0,1.6,8,0,53.6,0,0,0,0,0,6.66666666666667
"cienaga_oeste_t2.rndpts.csv","Ocumare","Cienaga oeste","t2","OCU","Continental","Center",7.46666666666667,4.8,0,0.533333333333333,0.8,0.533333333333333,76,0,0,0,0,0.266666666666667,9.6
"cienaga_oeste_t3.rndpts.csv","Ocumare","Cienaga oeste","t3","OCU","Continental","Center",10.4,13.0666666666667,0,0,0,0.533333333333333,21.8666666666667,0,0,0,0,0,54.1333333333333
"cienaga_oeste_t4.rndpts.csv","Ocumare","Cienaga oeste","t4","OCU","Continental","Center",20.5333333333333,8.26666666666667,0,4.53333333333333,1.33333333333333,1.33333333333333,50.1333333333333,0.266666666666667,0,0,0,0,13.6
"cominoto_t1.rndpts.csv","Los Frailes","Cominoto","t1","LFR","Insular","East",12.2857142857143,7.14285714285714,0,1.42857142857143,0,0.285714285714286,37.7142857142857,4.57142857142857,0,0,2,0.571428571428571,34
"cominoto_t2.rndpts.csv","Los Frailes","Cominoto","t2","LFR","Insular","East",3.46666666666667,29.6,0,5.33333333333333,0.8,0.8,29.3333333333333,0.8,0,0,0.533333333333333,2.4,26.9333333333333
"cominoto_t3.rndpts.csv","Los Frailes","Cominoto","t3","LFR","Insular","East",4.26666666666667,35.7333333333333,0,12.8,0,2.4,33.0666666666667,1.6,0,0,0.8,0.266666666666667,9.06666666666667
"cominoto_t4.rndpts.csv","Los Frailes","Cominoto","t4","LFR","Insular","East",5.06666666666667,18.1333333333333,0,1.86666666666667,0,0.266666666666667,34.4,3.46666666666667,0,0,1.6,1.33333333333333,33.8666666666667
"conejo_t1.rndpts.csv","Cubagua","Punta Conejo","t1","CUB","Insular","East",10.4,0,0,0,1.06666666666667,10.1333333333333,31.7333333333333,35.2,0.266666666666667,0,0,3.2,8
"conejo_t2.rndpts.csv","Cubagua","Punta Conejo","t2","CUB","Insular","East",0.266666666666667,6.13333333333333,0,0,0.533333333333333,6.66666666666667,17.0666666666667,27.2,0,0,0.266666666666667,0.266666666666667,41.6
"conejo_t3.rndpts.csv","Cubagua","Punta Conejo","t3","CUB","Insular","East",0.533333333333333,0,0,0,2.93333333333333,8.53333333333333,43.2,35.2,0,0,0.8,0.266666666666667,8.53333333333333
"conejo_t4.rndpts.csv","Cubagua","Punta Conejo","t4","CUB","Insular","East",6.66666666666667,0,0,0,0,10.1333333333333,33.3333333333333,31.7333333333333,0,0,0.266666666666667,2.13333333333333,15.7333333333333
"cote_t1.rndpts.csv","Los Roques","Boca de Cote","t1","LRQ","Insular","West",20.8,6.4,0,9.6,0,0.266666666666667,38.1333333333333,0.266666666666667,18.1333333333333,0,0,0,6.4
"cote_t2.rndpts.csv","Los Roques","Boca de Cote","t2","LRQ","Insular","West",25.0666666666667,19.2,0,5.6,0.533333333333333,0,41.0666666666667,0,0.8,0,0,1.33333333333333,6.4
"cote_t3.rndpts.csv","Los Roques","Boca de Cote","t3","LRQ","Insular","West",18.6666666666667,11.7333333333333,0,3.73333333333333,1.33333333333333,0.266666666666667,52.8,0.8,4.8,0,0,0.266666666666667,5.6
"cote_t4.rndpts.csv","Los Roques","Boca de Cote","t4","LRQ","Insular","West",12.5333333333333,21.3333333333333,0,5.6,0.266666666666667,0,38.6666666666667,0,9.06666666666667,0,0,0.8,11.7333333333333
"cruz_t1.rndpts.csv","Mochima","Punta Cruz","t1","MOC","Continental","East",2.93333333333333,0,0,0.533333333333333,0,0.266666666666667,18.9333333333333,68,0,0,0,0,9.33333333333333
"cruz_t2.rndpts.csv","Mochima","Punta Cruz","t2","MOC","Continental","East",4,0,0.266666666666667,0,0,0.266666666666667,0,29.8666666666667,18.9333333333333,0,0.533333333333333,0,46.1333333333333
"cruz_t3.rndpts.csv","Mochima","Punta Cruz","t3","MOC","Continental","East",8,0.266666666666667,1.06666666666667,0,0,30.9333333333333,9.86666666666667,25.8666666666667,0,0.533333333333333,0,0,23.4666666666667
"cruz_t4.rndpts.csv","Mochima","Punta Cruz","t4","MOC","Continental","East",3.73333333333333,0,0,0,3.2,24.2666666666667,3.2,25.0666666666667,10.1333333333333,0,0,0,30.4
"dms_t1.rndpts.csv","Los Roques","Dos Mosquises Sur","t1","LRQ","Insular","West",29.3333333333333,9.6,0,0,0,0,37.6,1.86666666666667,0,0,0,0,21.6
"dms_t2.rndpts.csv","Los Roques","Dos Mosquises Sur","t2","LRQ","Insular","West",18.6666666666667,4.8,0,0.8,0,0.266666666666667,45.3333333333333,0.8,3.46666666666667,0,0,0,25.8666666666667
"dms_t3.rndpts.csv","Los Roques","Dos Mosquises Sur","t3","LRQ","Insular","West",35.2,2.66666666666667,0,0.266666666666667,0,0,34.9333333333333,0,0,0,0,2.13333333333333,24.8
"dms_t4.rndpts.csv","Los Roques","Dos Mosquises Sur","t4","LRQ","Insular","West",29.0666666666667,6.4,0,0.533333333333333,0,0,32.8,0,1.6,0,0.533333333333333,4.26666666666667,24.8
"gabarra_t1.rndpts.csv","Mochima","Gabarra","t1","MOC","Continental","East",3.73333333333333,2.13333333333333,0,17.0666666666667,0,0.266666666666667,36,2.66666666666667,1.06666666666667,0,0.266666666666667,0.266666666666667,36.5333333333333
"gabarra_t2.rndpts.csv","Mochima","Gabarra","t2","MOC","Continental","East",0.266666666666667,0,0,6.4,0,1.6,12.5333333333333,33.3333333333333,0,0,0.533333333333333,0,45.3333333333333
"gabarra_t3.rndpts.csv","Mochima","Gabarra","t3","MOC","Continental","East",4.8,0,0,20.5333333333333,0,1.06666666666667,41.0666666666667,10.4,0.8,0,0.266666666666667,0,21.0666666666667
"gabarra_t4.rndpts.csv","Mochima","Gabarra","t4","MOC","Continental","East",2.93333333333333,4,0,9.33333333333333,0,0.266666666666667,46.6666666666667,6.13333333333333,0.266666666666667,0,0.266666666666667,0,30.1333333333333
"garrapata_t1.rndpts.csv","Mochima","Garrapata","t1","MOC","Continental","East",15.7333333333333,0,0,2.4,0,0.8,46.4,8,1.06666666666667,0,1.06666666666667,0,24.5333333333333
"garrapata_t2.rndpts.csv","Mochima","Garrapata","t2","MOC","Continental","East",23.4666666666667,0,0,5.06666666666667,0,1.06666666666667,50.1333333333333,8.26666666666667,1.6,0,2.4,0.533333333333333,7.46666666666667
"garrapata_t3.rndpts.csv","Mochima","Garrapata","t3","MOC","Continental","East",41.0909090909091,0,0,3.27272727272727,0,0.363636363636364,49.0909090909091,0.363636363636364,3.63636363636364,0,0,0,2.18181818181818
"garrapata_t4.rndpts.csv","Mochima","Garrapata","t4","MOC","Continental","East",25.3333333333333,0,0,5.86666666666667,0,0.266666666666667,45.6,3.2,6.13333333333333,0,0.8,0,12.8
"guabinitas_t1.rndpts.csv","Ocumare","Guabinitas","t1","OCU","Continental","Center",4.53333333333333,8.8,0,0.8,4.53333333333333,0.266666666666667,29.8666666666667,0,0,0,0,0,51.2
"guabinitas_t2.rndpts.csv","Ocumare","Guabinitas","t2","OCU","Continental","Center",2.13333333333333,21.6,0,0.533333333333333,1.6,0.266666666666667,43.7333333333333,0,0,0,0,0.266666666666667,29.8666666666667
"guabinitas_t3.rndpts.csv","Ocumare","Guabinitas","t3","OCU","Continental","Center",9.6,24.2666666666667,0,2.4,12.2666666666667,0.266666666666667,24.5333333333333,1.6,0,0,0,0,25.0666666666667
"guabinitas_t4.rndpts.csv","Ocumare","Guabinitas","t4","OCU","Continental","Center",1.6,10.1333333333333,0,2.13333333333333,1.86666666666667,0.266666666666667,80.5333333333333,1.33333333333333,0.533333333333333,0,0,0.266666666666667,1.33333333333333
