"Locality","Site","InsularCoast","Position","Branching","Plate","Foliose","Massive","Pillar","Solitary.Other","Encrusting","Knobby","Flower.Cup","latitude","longitude","Aeropuerto.d","Aeropuerto.t","Atracadero.d","Atracadero.t","Canal.d","Canal.t","Ciudad.d","Ciudad.t","Industria.Minera.d","Laguna.d","Laguna.t","Petroquimica.d","Petroquimica.t","Pueblo.d","Pueblo.t","Puerto.d","Puerto.t","Quebrada.Seca.d","Quebrada.Seca.t","Quebrada.d","Quebrada.t","Refineria.d","Refineria.t","Rio.Seco.d","Rio.Seco.t","Rio.d","Rio.t","Salina.d","Salina.t","Termoelectrica.d","Termoelectrica.t","Zona.Hipoxica.d","Zona.Hipoxica.t","AbsorCoeffPhytoplank.Min","AbsorCoeffPhytoplank.Q1","AbsorCoeffPhytoplank.Median","AbsorCoeffPhytoplank.Mean","AbsorCoeffPhytoplank.Q3","AbsorCoeffPhytoplank.Max","AbsorCoeffPhytoplank.Sd","AbsorCoeffPhytoplank.Kurtosis","AbsorCoeffPhytoplank.Skewness","AbsorCoeffNonAlgalMat.Min","AbsorCoeffNonAlgalMat.Q1","AbsorCoeffNonAlgalMat.Median","AbsorCoeffNonAlgalMat.Mean","AbsorCoeffNonAlgalMat.Q3","AbsorCoeffNonAlgalMat.Max","AbsorCoeffNonAlgalMat.Sd","AbsorCoeffNonAlgalMat.Kurtosis","AbsorCoeffNonAlgalMat.Skewness","AerosolAngstromExp.Min","AerosolAngstromExp.Q1","AerosolAngstromExp.Median","AerosolAngstromExp.Mean","AerosolAngstromExp.Q3","AerosolAngstromExp.Max","AerosolAngstromExp.Sd","AerosolAngstromExp.Kurtosis","AerosolAngstromExp.Skewness","AerosolOpticalThickness.Min","AerosolOpticalThickness.Q1","AerosolOpticalThickness.Median","AerosolOpticalThickness.Mean","AerosolOpticalThickness.Q3","AerosolOpticalThickness.Max","AerosolOpticalThickness.Sd","AerosolOpticalThickness.Kurtosis","AerosolOpticalThickness.Skewness","ChlorophyllaConcent.Min","ChlorophyllaConcent.Q1","ChlorophyllaConcent.Median","ChlorophyllaConcent.Mean","ChlorophyllaConcent.Q3","ChlorophyllaConcent.Max","ChlorophyllaConcent.Sd","ChlorophyllaConcent.Kurtosis","ChlorophyllaConcent.Skewness","ParticInorganicCarbon.Min","ParticInorganicCarbon.Q1","ParticInorganicCarbon.Median","ParticInorganicCarbon.Mean","ParticInorganicCarbon.Q3","ParticInorganicCarbon.Max","ParticInorganicCarbon.Sd","ParticInorganicCarbon.Kurtosis","ParticInorganicCarbon.Skewness","NormFluorescenceLH.Min","NormFluorescenceLH.Q1","NormFluorescenceLH.Median","NormFluorescenceLH.Mean","NormFluorescenceLH.Q3","NormFluorescenceLH.Max","NormFluorescenceLH.Sd","NormFluorescenceLH.Kurtosis","NormFluorescenceLH.Skewness","PartiBackscatteringCoef.Min","PartiBackscatteringCoef.Q1","PartiBackscatteringCoef.Median","PartiBackscatteringCoef.Mean","PartiBackscatteringCoef.Q3","PartiBackscatteringCoef.Max","PartiBackscatteringCoef.Sd","PartiBackscatteringCoef.Kurtosis","PartiBackscatteringCoef.Skewness","PhotosyntheticRadiation.Min","PhotosyntheticRadiation.Q1","PhotosyntheticRadiation.Median","PhotosyntheticRadiation.Mean","PhotosyntheticRadiation.Q3","PhotosyntheticRadiation.Max","PhotosyntheticRadiation.Sd","PhotosyntheticRadiation.Kurtosis","PhotosyntheticRadiation.Skewness","RemoteReflectance.Min","RemoteReflectance.Q1","RemoteReflectance.Median","RemoteReflectance.Mean","RemoteReflectance.Q3","RemoteReflectance.Max","RemoteReflectance.Sd","RemoteReflectance.Kurtosis","RemoteReflectance.Skewness","SSTemperatureDay.Min","SSTemperatureDay.Q1","SSTemperatureDay.Median","SSTemperatureDay.Mean","SSTemperatureDay.Q3","SSTemperatureDay.Max","SSTemperatureDay.Sd","SSTemperatureDay.Kurtosis","SSTemperatureDay.Skewness","SSTemperatureNight.Min","SSTemperatureNight.Q1","SSTemperatureNight.Median","SSTemperatureNight.Mean","SSTemperatureNight.Q3","SSTemperatureNight.Max","SSTemperatureNight.Sd","SSTemperatureNight.Kurtosis","SSTemperatureNight.Skewness","ParticOrganicCarbon.Min","ParticOrganicCarbon.Q1","ParticOrganicCarbon.Median","ParticOrganicCarbon.Mean","ParticOrganicCarbon.Q3","ParticOrganicCarbon.Max","ParticOrganicCarbon.Sd","ParticOrganicCarbon.Kurtosis","ParticOrganicCarbon.Skewness","SeaLevelPreassure.Min","SeaLevelPreassure.Q1","SeaLevelPreassure.Median","SeaLevelPreassure.Mean","SeaLevelPreassure.Q3","SeaLevelPreassure.Max","SeaLevelPreassure.Sd","SeaLevelPreassure.Kurtosis","SeaLevelPreassure.Skewness","SeaSaltColumnDensity.Min","SeaSaltColumnDensity.Q1","SeaSaltColumnDensity.Median","SeaSaltColumnDensity.Mean","SeaSaltColumnDensity.Q3","SeaSaltColumnDensity.Max","SeaSaltColumnDensity.Sd","SeaSaltColumnDensity.Kurtosis","SeaSaltColumnDensity.Skewness","TwoMAirTemperature.Min","TwoMAirTemperature.Q1","TwoMAirTemperature.Median","TwoMAirTemperature.Mean","TwoMAirTemperature.Q3","TwoMAirTemperature.Max","TwoMAirTemperature.Sd","TwoMAirTemperature.Kurtosis","TwoMAirTemperature.Skewness","SurfaceWindSpeed.Min","SurfaceWindSpeed.Q1","SurfaceWindSpeed.Median","SurfaceWindSpeed.Mean","SurfaceWindSpeed.Q3","SurfaceWindSpeed.Max","SurfaceWindSpeed.Sd","SurfaceWindSpeed.Kurtosis","SurfaceWindSpeed.Skewness","SurfaceSoilWetness.Min","SurfaceSoilWetness.Q1","SurfaceSoilWetness.Median","SurfaceSoilWetness.Mean","SurfaceSoilWetness.Q3","SurfaceSoilWetness.Max","SurfaceSoilWetness.Sd","SurfaceSoilWetness.Kurtosis","SurfaceSoilWetness.Skewness","SurfaceTempLandInclude.Min","SurfaceTempLandInclude.Q1","SurfaceTempLandInclude.Median","SurfaceTempLandInclude.Mean","SurfaceTempLandInclude.Q3","SurfaceTempLandInclude.Max","SurfaceTempLandInclude.Sd","SurfaceTempLandInclude.Kurtosis","SurfaceTempLandInclude.Skewness","SO4SurfaceConcentration.Min","SO4SurfaceConcentration.Q1","SO4SurfaceConcentration.Median","SO4SurfaceConcentration.Mean","SO4SurfaceConcentration.Q3","SO4SurfaceConcentration.Max","SO4SurfaceConcentration.Sd","SO4SurfaceConcentration.Kurtosis","SO4SurfaceConcentration.Skewness","SO2SurfaceConcentration.Min","SO2SurfaceConcentration.Q1","SO2SurfaceConcentration.Median","SO2SurfaceConcentration.Mean","SO2SurfaceConcentration.Q3","SO2SurfaceConcentration.Max","SO2SurfaceConcentration.Sd","SO2SurfaceConcentration.Kurtosis","SO2SurfaceConcentration.Skewness","SeaSaltConcentration.Min","SeaSaltConcentration.Q1","SeaSaltConcentration.Median","SeaSaltConcentration.Mean","SeaSaltConcentration.Q3","SeaSaltConcentration.Max","SeaSaltConcentration.Sd","SeaSaltConcentration.Kurtosis","SeaSaltConcentration.Skewness","CarbonDioxide.Min","CarbonDioxide.Q1","CarbonDioxide.Median","CarbonDioxide.Mean","CarbonDioxide.Q3","CarbonDioxide.Max","CarbonDioxide.Sd","CarbonDioxide.Kurtosis","CarbonDioxide.Skewness","COChemicalProduction.Min","COChemicalProduction.Q1","COChemicalProduction.Median","COChemicalProduction.Mean","COChemicalProduction.Q3","COChemicalProduction.Max","COChemicalProduction.Sd","COChemicalProduction.Kurtosis","COChemicalProduction.Skewness","MethaneNight.Min","MethaneNight.Q1","MethaneNight.Median","MethaneNight.Mean","MethaneNight.Q3","MethaneNight.Max","MethaneNight.Sd","MethaneNight.Kurtosis","MethaneNight.Skewness","MethaneDay.Min","MethaneDay.Q1","MethaneDay.Median","MethaneDay.Mean","MethaneDay.Q3","MethaneDay.Max","MethaneDay.Sd","MethaneDay.Kurtosis","MethaneDay.Skewness","BlackCarbonSurface.Min","BlackCarbonSurface.Q1","BlackCarbonSurface.Median","BlackCarbonSurface.Mean","BlackCarbonSurface.Q3","BlackCarbonSurface.Max","BlackCarbonSurface.Sd","BlackCarbonSurface.Kurtosis","BlackCarbonSurface.Skewness","TotalLatentEnergyFlux.Min","TotalLatentEnergyFlux.Q1","TotalLatentEnergyFlux.Median","TotalLatentEnergyFlux.Mean","TotalLatentEnergyFlux.Q3","TotalLatentEnergyFlux.Max","TotalLatentEnergyFlux.Sd","TotalLatentEnergyFlux.Kurtosis","TotalLatentEnergyFlux.Skewness","IncidentShortwave.Min","IncidentShortwave.Q1","IncidentShortwave.Median","IncidentShortwave.Mean","IncidentShortwave.Q3","IncidentShortwave.Max","IncidentShortwave.Sd","IncidentShortwave.Kurtosis","IncidentShortwave.Skewness","UpwellingLongwave.Min","UpwellingLongwave.Q1","UpwellingLongwave.Median","UpwellingLongwave.Mean","UpwellingLongwave.Q3","UpwellingLongwave.Max","UpwellingLongwave.Sd","UpwellingLongwave.Kurtosis","UpwellingLongwave.Skewness","IncommingShortwave.Min","IncommingShortwave.Q1","IncommingShortwave.Median","IncommingShortwave.Mean","IncommingShortwave.Q3","IncommingShortwave.Max","IncommingShortwave.Sd","IncommingShortwave.Kurtosis","IncommingShortwave.Skewness","AirTemperature.Min","AirTemperature.Q1","AirTemperature.Median","AirTemperature.Mean","AirTemperature.Q3","AirTemperature.Max","AirTemperature.Sd","AirTemperature.Kurtosis","AirTemperature.Skewness","speed.cm.s.mean","speed.cm.s.sd","speed.cm.s.max","direction.deg.t.mean","speed.cm.s.min","direction.deg.t.sd"
"Mochima","Garrapata","Continental","East",0,0,0,99.7159090909091,0,0,0.28409090909091,0,0,10.381,-64.338,23.913,999,24.377,999,40.831,999,18.338,999,28.254,25.967,999,67.928,999,3.858,999,23.105,999,26.515,999,12.878,999,33.338,999,28.15,999,13.398,999,22.795,999,19.625,999,999,999,7.943,7.943,7.943,7.943,7.943,7.943,15.7684,2.7891,1.7081,15.85,15.85,15.85,15.85,15.85,15.85,36.2503,1.9843,1.5005,7.9,12.6,12.6,12.6,14.95,14.95,2.8782,-1.4,-0.6532,0.5,0.5,0.5,0.6,0.75,0.75,0.1369,-2.2533,0.2921,26.0728,501.5,739.98,811.8306,978.46,1813.14,661.2996,-1.5396,0.3411,6.0914,12.2163,23.5233,39.0946,44.9427,206.9624,46.1468,4.8198,1.974,3.4762,3.5189,3.5616,3.7528,3.891,4.2205,0.4073,-2.3333,0.366,15.85,15.85,15.85,15.85,15.85,15.85,9.0152,1.2332,1.0104,22.4751,38.6781,44.998,44.4705,49.9433,58.3305,7.2847,0.0426,-0.3865,0,0.0375,0.075,0.075,0.1125,0.15,0.1061,-2.75,0,24.9477,24.9477,24.9477,25.7497,27.14,27.14,1.0625,-1.7215,0.5468,21.71,21.71,21.71,22.7612,21.71,27.14,2.1526,0.3714,1.5358,6.31,31.435,51.455,43.08,63.1,63.1,26.8597,-1.9676,-0.4348,1.009,1.01,1.011,1.011,1.011,1.013,0.0012,-0.6525,0.346,3.124,3.124,36.48,28.206,36.48,69.84,20.85,-0.8079,0.1771,2.967,2.9783,2.987,2.9853,2.987,3.006,0.0114,-0.3386,-0.0231,3.086,3.8078,5.4474,5.0805,5.808,7.087,1.153,-1.1968,-0.0089,1.7404,4.529,5.722,5.5586,7.2306,8.6156,1.9077,-0.9063,-0.3717,2.9731,2.9835,2.9971,3.0019,3.0211,3.0346,0.0187,-0.9762,0.0457,6.983,6.983,6.983,6.983,6.983,6.983,0,17.4601,4.1523,1.745,1.745,1.745,1.745,1.745,1.745,0,30.16,5.5985,28.9,28.9,55.4,45.65,55.4,81.91,15.6733,-0.8957,0.2807,3.963,3.975,3.975,3.9742,3.975,3.975,0.0028,9.2841,-3.2683,8.853,8.853,8.853,8.899,8.853,9.773,0.2057,13.2925,3.8237,0.799,1.8133,1.8205,1.7938,1.8253,1.8447,0.1683,29.9621,-5.5718,0.813,1.8196,1.8245,1.7695,1.828,1.8339,0.2319,12.6578,-3.7821,8.346,8.346,14.71,13.6458,16.2975,21.06,5.3076,-1.6333,0.2693,25.75,44.84,44.84,52.7933,63.93,102.1,22.2283,-0.3137,0.817,1.026,2.121,2.216,2.1932,2.595,2.88,0.5746,-0.051,-0.9751,2.752,2.78,2.835,2.8438,2.89,2.946,0.0645,-1.2928,0.3232,1.026,2.121,2.216,2.1731,2.594,2.879,0.5771,-0.1447,-0.927,2.968,2.983,2.983,2.9872,2.998,2.998,0.01,-0.9796,-0.3205,4.5302,0.3723,4.7935,26.0921,4.267,1.3178
"Mochima","Gabarra","Continental","East",0,0,0,100,0,0,0,0,0,10.382,-64.338,23.878,999,24.29,999,40.884,999,18.286,999,28.313,25.922,999,67.984,999,3.969,999,23.001,999,26.432,999,12.845,999,33.389,999,28.067,999,13.485,999,22.692,999,19.593,999,999,999,7.943,7.943,7.943,7.943,7.943,7.943,15.7785,2.8139,1.713,15.85,15.85,15.85,15.85,15.85,15.85,36.2257,1.9864,1.5005,7.9,12.6,12.6,12.6,14.95,14.95,2.8782,-1.4,-0.6532,0.5,0.5,0.5,0.6,0.75,0.75,0.1369,-2.2533,0.2921,26.0728,501.5,739.98,811.8306,978.46,1813.14,661.2996,-1.5396,0.3411,6.0868,12.2133,23.5457,39.1728,44.9915,207.674,46.2905,4.8307,1.9769,3.4762,3.5189,3.5616,3.7528,3.891,4.2205,0.4073,-2.3333,0.366,15.85,15.85,15.85,15.85,15.85,15.85,9.0163,1.2346,1.0115,22.6198,38.739,45.0436,44.5168,49.9738,58.3457,7.2675,0.0368,-0.3861,0,0.0375,0.075,0.075,0.1125,0.15,0.1061,-2.75,0,24.8875,24.8875,24.8875,25.7116,27.14,27.14,1.0916,-1.7215,0.5468,21.71,21.71,21.71,22.7597,21.71,27.14,2.1514,0.3784,1.538,6.31,31.435,51.455,43.08,63.1,63.1,26.8597,-1.9676,-0.4348,1.009,1.01,1.011,1.011,1.011,1.013,0.0012,-0.6521,0.346,3.124,3.124,36.48,28.2171,36.48,69.84,20.8566,-0.808,0.1772,2.967,2.9783,2.987,2.9854,2.987,3.006,0.0114,-0.3369,-0.0234,3.086,3.8109,5.4521,5.0857,5.8143,7.0933,1.155,-1.1975,-0.0092,1.738,4.5272,5.7244,5.5593,7.2353,8.618,1.9099,-0.9074,-0.3719,2.9732,2.9836,2.9972,3.002,3.0212,3.0348,0.0187,-0.9769,0.0469,6.983,6.983,6.983,6.983,6.983,6.983,0,17.4537,4.1515,1.745,1.745,1.745,1.745,1.745,1.745,0,30.16,5.5985,28.9,28.9,55.4,45.6606,55.4,81.91,15.6772,-0.8949,0.2805,3.963,3.975,3.975,3.9742,3.975,3.975,0.0028,9.2841,-3.2683,8.853,8.853,8.853,8.899,8.853,9.773,0.2057,13.2925,3.8237,0.799,1.8133,1.8205,1.7938,1.8253,1.8447,0.1683,29.9621,-5.5718,0.813,1.8196,1.8245,1.7695,1.828,1.8339,0.2319,12.6578,-3.7821,8.346,8.346,14.71,13.6458,16.2975,21.06,5.3076,-1.6333,0.2693,25.75,44.84,44.84,52.7933,63.93,102.1,22.2283,-0.3137,0.817,1.026,2.121,2.216,2.1932,2.595,2.88,0.5746,-0.051,-0.9751,2.752,2.78,2.835,2.8438,2.89,2.946,0.0645,-1.2928,0.3232,1.026,2.121,2.216,2.1731,2.594,2.879,0.5771,-0.1447,-0.927,2.968,2.983,2.983,2.9872,2.998,2.998,0.01,-0.9796,-0.3205,4.5337,0.3726,4.7972,26.1122,4.2703,1.3189
"Mochima","San Agustin","Continental","East",0,0,0,25,0,0,0,0,0,10.382,-64.347,24.813,999,24.857,999,40.022,999,19.162,999,27.488,26.828,999,67.136,999,4.049,999,23.362,999,27.091,999,13.789,999,32.521,999,28.733,999,12.899,999,23.09,999,20.539,999,999,999,6.7249,7.943,7.943,11.4443,15.2225,24.901,19.6538,-0.1127,1.1102,15.85,19.4864,20.6985,23.1096,20.6985,49.6847,35.6452,1.3719,1.7031,6.455,11.155,11.8775,11.7972,14.2275,14.95,3.1527,-1.223,-0.6482,0.4231,0.5769,0.6537,0.7358,0.9037,1.2112,0.2398,-1.4402,0.4228,25.4879,365.2134,560.5049,664.2807,829.5115,1629.8391,570.3743,-0.9981,0.6021,17.21,18.8924,20.5748,29.5476,35.7164,50.858,18.5319,-2.3333,0.3707,2.4075,3.2056,3.502,3.5568,4.0736,4.4259,0.8414,-2.021,0.0768,13.419,15.85,15.85,16.1186,15.85,20.6985,6.1679,1.237,1.2425,22.4617,38.8488,44.9937,44.5068,50.1169,58.1527,7.2831,0.0449,-0.3943,0,0.026,0.0981,0.1038,0.1701,0.2422,0.1254,-2.3884,0.0984,24.9532,24.9532,24.9532,25.7187,27.14,27.14,1.0475,-1.6236,0.6186,21.0152,21.71,21.71,22.7622,21.71,27.14,2.1668,0.3673,1.4901,6.31,24.2776,40.5083,35.8494,51.4231,55.9395,22.4308,-1.7402,-0.1416,1.009,1.01,1.011,1.011,1.011,1.013,0.0012,-0.5754,0.3358,3.124,3.124,36.48,30.1699,36.48,69.84,22.0118,-0.8315,0.2021,2.967,2.987,2.987,2.9879,2.987,3.006,0.0112,-0.0473,-0.0783,3.086,4.365,6.283,6.0032,6.922,8.201,1.4966,-1.324,-0.0691,1.32,4.214,6.142,5.687,8.071,9.036,2.3109,-1.0992,-0.4088,2.994,2.994,3.018,3.0199,3.042,3.066,0.0222,-1.0985,0.2566,6.983,6.983,6.983,6.983,6.983,6.983,0,13.8694,3.7434,1.745,1.745,1.745,1.745,1.745,1.745,0,30.16,5.5985,28.9,28.9,55.4,47.5224,55.4,81.91,16.3671,-0.7569,0.2549,3.9608,3.9748,3.975,3.9738,3.975,3.975,0.0034,7.5834,-2.9163,8.853,8.853,8.853,8.899,8.853,9.773,0.2057,13.2925,3.8237,0.799,1.8133,1.8205,1.7938,1.8253,1.8447,0.1683,29.9621,-5.5718,0.813,1.8196,1.8245,1.7695,1.828,1.8339,0.2319,12.6578,-3.7821,8.346,8.346,14.71,13.6458,16.2975,21.06,5.3076,-1.6333,0.2693,25.75,44.84,44.84,52.7933,63.93,102.1,22.2283,-0.3137,0.817,1.026,2.121,2.216,2.1932,2.595,2.88,0.5746,-0.051,-0.9751,2.752,2.78,2.835,2.8438,2.89,2.946,0.0645,-1.2928,0.3232,1.026,2.121,2.216,2.1731,2.594,2.879,0.5771,-0.1447,-0.927,2.968,2.983,2.983,2.9872,2.998,2.998,0.01,-0.9796,-0.3205,4.3939,0.3611,4.6492,25.3068,4.1386,1.2782
"Mochima","Carabela","Continental","East",0,0,0,50,0,0,0,0,0,10.387,-64.375,27.598,999,22.888,999,37.673,999,21.736,999,25.337,29.488,999,64.82,999,5.957,0.341,24.218,999,28.884,999,16.637,999,30.16,999,30.538,999,11.95,999,24.069,999,23.378,999,999,999,1.2421,7.943,13.383,20.9508,31.62,63.1,19.1416,-0.0924,1.0036,15.85,30.3899,31.62,49.7836,53.278,212.1055,44.9701,4.1395,2.0171,1.5832,7.9,10.25,10.1334,12.6,14.95,3.7384,-0.6239,-0.6034,0.25,0.75,1,1.0317,1.25,2.25,0.4553,0.6005,0.8162,24.1704,45.2255,104.3867,366.7781,401.0406,3404.3616,635.8605,10.381,2.8633,9.4816,15.0468,20.5748,25.4406,32.244,46.2281,14.7608,-1.8077,0.1941,0,0.78,2.4507,2.4761,3.9084,4.9653,1.8656,-1.4799,-0.086,7.943,15.85,15.85,18.2908,21.2748,31.62,7.3836,-0.2392,0.8592,32.1615,44.2785,48.4035,47.6359,52.9596,57.775,6.0623,-0.4111,-0.3665,0,0.1032,0.15,0.2099,0.3,0.5532,0.1731,-1.1603,0.3715,21.71,21.71,21.71,23.3516,27.14,27.14,2.5034,-1.2839,0.851,20.0189,21.71,21.71,22.7352,21.71,27.14,2.165,0.4856,1.4663,6.31,6.8857,11.8252,17.3998,18.7423,55.8334,13.2549,0.8307,1.2448,1.009,1.01,1.011,1.011,1.011,1.013,0.0012,-0.5754,0.3358,3.124,3.124,36.48,30.1699,36.48,69.84,22.0118,-0.8315,0.2021,2.967,2.987,2.987,2.9879,2.987,3.006,0.0112,-0.0473,-0.0783,3.086,4.365,6.283,6.0032,6.922,8.201,1.4966,-1.324,-0.0691,1.32,4.214,6.142,5.687,8.071,9.036,2.3109,-1.0992,-0.4088,2.994,2.994,3.018,3.0199,3.042,3.066,0.0222,-1.0985,0.2566,6.983,6.983,6.983,6.983,6.983,6.983,0,6.8659,2.9459,1.745,1.745,1.745,1.745,1.745,1.745,0,30.16,5.5985,28.9,28.9,55.4,47.5224,55.4,81.91,16.3671,-0.7569,0.2549,3.948,3.975,3.975,3.9735,3.975,3.975,0.005,15.8628,-3.8941,8.853,8.853,8.853,9.3498,9.773,11.61,0.7686,0.401,1.2601,0.799,1.8133,1.8205,1.7938,1.8253,1.8447,0.1683,29.9621,-5.5718,0.813,1.8196,1.8245,1.7695,1.828,1.8339,0.2319,12.6578,-3.7821,8.346,8.346,14.71,15.1027,21.06,33.78,6.241,0.2383,0.6731,25.75,44.84,44.84,49.4832,63.93,102.1,19.303,-0.1356,0.6168,1.026,2.121,2.311,2.2793,2.69,2.88,0.5178,0.9935,-1.2608,2.752,2.78,2.835,2.8457,2.89,2.946,0.0622,-1.3151,0.2339,1.026,2.121,2.31,2.279,2.689,2.879,0.5177,0.9951,-1.2614,2.968,2.983,2.998,2.9907,2.998,3.013,0.0104,-0.3318,-0.536,4.023,0.3306,4.2568,23.1708,3.7893,1.1703
