"File","Locality","Site","Transect","Loc","InsularCoast","Position","Branching","Plate","Foliose","Massive","Pillar","Solitary/ Other","Encrusting","Knobby","Flower Cup"
"agua_t1.rndpts.csv","Los Roques","Cayo Agua","t1","LRQ","Insular","West",14.2857142857143,0,0,82.8571428571429,0,0,2.85714285714286,0,0
"agua_t2.rndpts.csv","Los Roques","Cayo Agua","t2","LRQ","Insular","West",22.5806451612903,0,0,65.5913978494624,0,0,1.0752688172043,8.60215053763441,2.1505376344086
"agua_t3.rndpts.csv","Los Roques","Cayo Agua","t3","LRQ","Insular","West",56.2874251497006,0,0,43.7125748502994,0,0,0,0,0
"agua_t4.rndpts.csv","Los Roques","Cayo Agua","t4","LRQ","Insular","West",47.5728155339806,0,0,44.6601941747573,0,0,0,7.76699029126214,0
"agustin_t1.rndpts.csv","Mochima","San Agustin","t1","MOC","Continental","East",0,0,0,0,0,0,0,0,0
"agustin_t2.rndpts.csv","Mochima","San Agustin","t2","MOC","Continental","East",0,0,0,0,0,0,0,0,0
"agustin_t3.rndpts.csv","Mochima","San Agustin","t3","MOC","Continental","East",0,0,0,100,0,0,0,0,0
"agustin_t4.rndpts.csv","Mochima","San Agustin","t4","MOC","Continental","East",0,0,0,0,0,0,0,0,0
"blanca_t1.rndpts.csv","Mochima","Blanca","t1","MOC","Continental","East",0,1.53846153846154,0,98.4615384615385,0,0,0,0,0
"blanca_t2.rndpts.csv","Mochima","Blanca","t2","MOC","Continental","East",0,0,0,100,0,0,0,0,0
"blanca_t3.rndpts.csv","Mochima","Blanca","t3","MOC","Continental","East",0,0,0,100,0,0,0,0,0
"blanca_t4.rndpts.csv","Mochima","Blanca","t4","MOC","Continental","East",0,0,0,100,0,0,0,0,0
"bs_t1.rndpts.csv","Morrocoy","Boca Seca","t1","MOR","Continental","West",0,0,0,91.6666666666667,0,0,8.33333333333333,0,0
"bs_t2.rndpts.csv","Morrocoy","Boca Seca","t2","MOR","Continental","West",0,0,0,66.6666666666667,0,0,33.3333333333333,0,0
"bs_t3.rndpts.csv","Morrocoy","Boca Seca","t3","MOR","Continental","West",6.25,0,0,81.25,0,0,12.5,0,0
"bs_t4.rndpts.csv","Morrocoy","Boca Seca","t4","MOR","Continental","West",0,0,0,66.6666666666667,0,0,33.3333333333333,0,0
"caiman_t1.rndpts.csv","Morrocoy","Bajo Caiman","t1","MOR","Continental","West",0,0,0,100,0,0,0,0,0
"caiman_t2.rndpts.csv","Morrocoy","Bajo Caiman","t2","MOR","Continental","West",0,0,0,100,0,0,0,0,0
"caiman_t3.rndpts.csv","Morrocoy","Bajo Caiman","t3","MOR","Continental","West",0,0,0,60,0,0,40,0,0
"caiman_t4.rndpts.csv","Morrocoy","Bajo Caiman","t4","MOR","Continental","West",0,0,0,46.6666666666667,0,0,53.3333333333333,0,0
"carabela_t1.rndpts.csv","Mochima","Carabela","t1","MOC","Continental","East",0,0,0,0,0,0,0,0,0
"carabela_t2.rndpts.csv","Mochima","Carabela","t2","MOC","Continental","East",0,0,0,100,0,0,0,0,0
"carabela_t3.rndpts.csv","Mochima","Carabela","t3","MOC","Continental","East",0,0,0,100,0,0,0,0,0
"carabela_t4.rndpts.csv","Mochima","Carabela","t4","MOC","Continental","East",0,0,0,0,0,0,0,0,0
"charagato_t1.rndpts.csv","Cubagua","Charagato","t1","CUB","Insular","East",25,0,0,75,0,0,0,0,0
"charagato_t2.rndpts.csv","Cubagua","Charagato","t2","CUB","Insular","East",0,0,0,0,0,0,0,0,0
"charagato_t3.rndpts.csv","Cubagua","Charagato","t3","CUB","Insular","East",0,0,0,100,0,0,0,0,0
"charagato_t4.rndpts.csv","Cubagua","Charagato","t4","CUB","Insular","East",0,0,0,100,0,0,0,0,0
"cienaga_este_t1.rndpts.csv","Ocumare","Cienaga este","t1","OCU","Continental","Center",0,0,0,100,0,0,0,0,0
"cienaga_este_t2.rndpts.csv","Ocumare","Cienaga este","t2","OCU","Continental","Center",0,0,0,100,0,0,0,0,0
"cienaga_este_t3.rndpts.csv","Ocumare","Cienaga este","t3","OCU","Continental","Center",0,0,0,100,0,0,0,0,0
"cienaga_este_t4.rndpts.csv","Ocumare","Cienaga este","t4","OCU","Continental","Center",4.34782608695652,0,0,95.6521739130435,0,0,0,0,0
"cienaga_interno_t1.rndpts.csv","Ocumare","Cienaga interno","t1","OCU","Continental","Center",0,0,0,100,0,0,0,0,0
"cienaga_interno_t2.rndpts.csv","Ocumare","Cienaga interno","t2","OCU","Continental","Center",0,0,0,98.5915492957746,0,0,1.40845070422535,0,0
"cienaga_interno_t3.rndpts.csv","Ocumare","Cienaga interno","t3","OCU","Continental","Center",0,0,0,98.9130434782609,0,0,1.08695652173913,0,0
"cienaga_interno_t4.rndpts.csv","Ocumare","Cienaga interno","t4","OCU","Continental","Center",0,0,1.47058823529412,98.5294117647059,0,0,0,0,0
"cienaga_oeste_t1.rndpts.csv","Ocumare","Cienaga oeste","t1","OCU","Continental","Center",0,0,0,89.7058823529412,5.88235294117647,0,1.47058823529412,2.94117647058824,0
"cienaga_oeste_t2.rndpts.csv","Ocumare","Cienaga oeste","t2","OCU","Continental","Center",0,0,0,100,0,0,0,0,0
"cienaga_oeste_t3.rndpts.csv","Ocumare","Cienaga oeste","t3","OCU","Continental","Center",0,0,0,97.4358974358974,0,0,2.56410256410256,0,0
"cienaga_oeste_t4.rndpts.csv","Ocumare","Cienaga oeste","t4","OCU","Continental","Center",0,0,0,90.9090909090909,7.79220779220779,0,1.2987012987013,0,0
"cominoto_t1.rndpts.csv","Los Frailes","Cominoto","t1","LFR","Insular","East",0,0,0,100,0,0,0,0,0
"cominoto_t2.rndpts.csv","Los Frailes","Cominoto","t2","LFR","Insular","East",0,0,0,100,0,0,0,0,0
"cominoto_t3.rndpts.csv","Los Frailes","Cominoto","t3","LFR","Insular","East",0,0,0,100,0,0,0,0,0
"cominoto_t4.rndpts.csv","Los Frailes","Cominoto","t4","LFR","Insular","East",0,0,0,100,0,0,0,0,0
"conejo_t1.rndpts.csv","Cubagua","Punta Conejo","t1","CUB","Insular","East",0,0,0,94.8717948717949,0,0,5.12820512820513,0,0
"conejo_t2.rndpts.csv","Cubagua","Punta Conejo","t2","CUB","Insular","East",100,0,0,0,0,0,0,0,0
"conejo_t3.rndpts.csv","Cubagua","Punta Conejo","t3","CUB","Insular","East",0,0,0,100,0,0,0,0,0
"conejo_t4.rndpts.csv","Cubagua","Punta Conejo","t4","CUB","Insular","East",0,0,0,100,0,0,0,0,0
"cote_t1.rndpts.csv","Los Roques","Boca de Cote","t1","LRQ","Insular","West",1.28205128205128,0,0,94.8717948717949,0,0,3.84615384615385,0,0
"cote_t2.rndpts.csv","Los Roques","Boca de Cote","t2","LRQ","Insular","West",28.7234042553191,0,0,71.2765957446808,0,0,0,0,0
"cote_t3.rndpts.csv","Los Roques","Boca de Cote","t3","LRQ","Insular","West",0,0,0,98.5714285714286,0,0,1.42857142857143,0,0
"cote_t4.rndpts.csv","Los Roques","Boca de Cote","t4","LRQ","Insular","West",0,0,12.7659574468085,85.1063829787234,0,0,2.12765957446809,0,0
"cruz_t1.rndpts.csv","Mochima","Punta Cruz","t1","MOC","Continental","East",0,0,0,100,0,0,0,0,0
"cruz_t2.rndpts.csv","Mochima","Punta Cruz","t2","MOC","Continental","East",0,0,0,100,0,0,0,0,0
"cruz_t3.rndpts.csv","Mochima","Punta Cruz","t3","MOC","Continental","East",0,0,0,100,0,0,0,0,0
"cruz_t4.rndpts.csv","Mochima","Punta Cruz","t4","MOC","Continental","East",0,0,0,100,0,0,0,0,0
"dms_t1.rndpts.csv","Los Roques","Dos Mosquises Sur","t1","LRQ","Insular","West",31.8181818181818,0,0,68.1818181818182,0,0,0,0,0
"dms_t2.rndpts.csv","Los Roques","Dos Mosquises Sur","t2","LRQ","Insular","West",18.5714285714286,0,1.42857142857143,78.5714285714286,0,0,0,1.42857142857143,0
"dms_t3.rndpts.csv","Los Roques","Dos Mosquises Sur","t3","LRQ","Insular","West",40.9090909090909,0,0,54.5454545454545,4.54545454545455,0,0,0,0
"dms_t4.rndpts.csv","Los Roques","Dos Mosquises Sur","t4","LRQ","Insular","West",0,0,0,99.0825688073395,0,0,0.917431192660551,0,0
"gabarra_t1.rndpts.csv","Mochima","Gabarra","t1","MOC","Continental","East",0,0,0,100,0,0,0,0,0
"gabarra_t2.rndpts.csv","Mochima","Gabarra","t2","MOC","Continental","East",0,0,0,100,0,0,0,0,0
"gabarra_t3.rndpts.csv","Mochima","Gabarra","t3","MOC","Continental","East",0,0,0,100,0,0,0,0,0
"gabarra_t4.rndpts.csv","Mochima","Gabarra","t4","MOC","Continental","East",0,0,0,100,0,0,0,0,0
"garrapata_t1.rndpts.csv","Mochima","Garrapata","t1","MOC","Continental","East",0,0,0,100,0,0,0,0,0
"garrapata_t2.rndpts.csv","Mochima","Garrapata","t2","MOC","Continental","East",0,0,0,98.8636363636364,0,0,1.13636363636364,0,0
"garrapata_t3.rndpts.csv","Mochima","Garrapata","t3","MOC","Continental","East",0,0,0,100,0,0,0,0,0
"garrapata_t4.rndpts.csv","Mochima","Garrapata","t4","MOC","Continental","East",0,0,0,100,0,0,0,0,0
"guabinitas_t1.rndpts.csv","Ocumare","Guabinitas","t1","OCU","Continental","Center",0,0,0,94.1176470588235,0,0,5.88235294117647,0,0
"guabinitas_t2.rndpts.csv","Ocumare","Guabinitas","t2","OCU","Continental","Center",0,0,0,100,0,0,0,0,0
"guabinitas_t3.rndpts.csv","Ocumare","Guabinitas","t3","OCU","Continental","Center",0,2.77777777777778,0,97.2222222222222,0,0,0,0,0
"guabinitas_t4.rndpts.csv","Ocumare","Guabinitas","t4","OCU","Continental","Center",0,0,0,100,0,0,0,0,0
"lapared_t1.rndpts.csv","Chichiriviche","La Pared","t1","CHI","Continental","Center",0,15.3846153846154,0,82.0512820512821,0,0,2.56410256410256,0,0
"lapared_t2.rndpts.csv","Chichiriviche","La Pared","t2","CHI","Continental","Center",0,0,0,95.2380952380952,0,2.38095238095238,2.38095238095238,0,0
"lapared_t3.rndpts.csv","Chichiriviche","La Pared","t3","CHI","Continental","Center",0,0,0,97.3684210526316,0,0,2.63157894736842,0,0
"lapared_t4.rndpts.csv","Chichiriviche","La Pared","t4","CHI","Continental","Center",0,0,0,100,0,0,0,0,0
"madrisqui_t1.rndpts.csv","Los Roques","Madrisqui","t1","LRQ","Insular","West",0,0,2.7027027027027,94.5945945945946,0,0,2.7027027027027,0,0
"madrisqui_t2.rndpts.csv","Los Roques","Madrisqui","t2","LRQ","Insular","West",0,0,0,90,0,5,5,0,0
"madrisqui_t3.rndpts.csv","Los Roques","Madrisqui","t3","LRQ","Insular","West",0,0,31.7460317460317,61.9047619047619,0,0,0,0,6.34920634920635
"madrisqui_t4.rndpts.csv","Los Roques","Madrisqui","t4","LRQ","Insular","West",0,0,9.30232558139535,86.046511627907,0,0,0,0,4.65116279069767
"medialegua_t1.rndpts.csv","Chichiriviche","Media Legua","t1","CHI","Continental","Center",0,0,0,100,0,0,0,0,0
"medialegua_t2.rndpts.csv","Chichiriviche","Media Legua","t2","CHI","Continental","Center",0,0,0,100,0,0,0,0,0
"medialegua_t3.rndpts.csv","Chichiriviche","Media Legua","t3","CHI","Continental","Center",0,0,0,70.5882352941177,0,0,29.4117647058824,0,0
"medialegua_t4.rndpts.csv","Chichiriviche","Media Legua","t4","CHI","Continental","Center",0,0,0,100,0,0,0,0,0
"medialeguapunta_t1.rndpts.csv","Chichiriviche","Punta de Media Legua","t1","CHI","Continental","Center",0,2.04081632653061,0,97.9591836734694,0,0,0,0,0
"medialeguapunta_t2.rndpts.csv","Chichiriviche","Punta de Media Legua","t2","CHI","Continental","Center",0,0,0,100,0,0,0,0,0
"medialeguapunta_t3.rndpts.csv","Chichiriviche","Punta de Media Legua","t3","CHI","Continental","Center",0,0,0,66.6666666666667,0,0,33.3333333333333,0,0
"medialeguapunta_t4.rndpts.csv","Chichiriviche","Punta de Media Legua","t4","CHI","Continental","Center",0,0,0,100,0,0,0,0,0
"medio_t1.rndpts.csv","Morrocoy","Medio","t1","MOR","Continental","West",0,0.666666666666667,0.666666666666667,96,0,0,2.66666666666667,0,0
"medio_t2.rndpts.csv","Morrocoy","Medio","t2","MOR","Continental","West",0,0,0,98.2758620689655,0,0,1.72413793103448,0,0
"medio_t3.rndpts.csv","Morrocoy","Medio","t3","MOR","Continental","West",0,0,7.43801652892562,91.7355371900826,0,0,0,0.826446280991736,0
"medio_t4.rndpts.csv","Morrocoy","Medio","t4","MOR","Continental","West",47.8260869565217,0,21.7391304347826,29.5652173913043,0,0,0.869565217391304,0,0
"mero_t1.rndpts.csv","Morrocoy","Mero","t1","MOR","Continental","West",40,0,0,60,0,0,0,0,0
"mero_t2.rndpts.csv","Morrocoy","Mero","t2","MOR","Continental","West",0,0,0,53.8461538461538,0,0,46.1538461538462,0,0
"mero_t3.rndpts.csv","Morrocoy","Mero","t3","MOR","Continental","West",11.1111111111111,0,0,80.5555555555556,0,0,5.55555555555556,2.77777777777778,0
"mero_t4.rndpts.csv","Morrocoy","Mero","t4","MOR","Continental","West",0,0,0,0,0,0,0,0,0
"muerta_t1.rndpts.csv","Cubagua","La Muerta","t1","CUB","Insular","East",0,0,0,100,0,0,0,0,0
"muerta_t2.rndpts.csv","Cubagua","La Muerta","t2","CUB","Insular","East",0,0,0,100,0,0,0,0,0
"muerta_t3.rndpts.csv","Cubagua","La Muerta","t3","CUB","Insular","East",0,0,0,100,0,0,0,0,0
"muerta_t4.rndpts.csv","Cubagua","La Muerta","t4","CUB","Insular","East",0,0,0,0,0,0,0,0,0
"norte_t1.rndpts.csv","Morrocoy","Norte","t1","MOR","Continental","West",3.72093023255814,0,0,93.4883720930233,0,0,2.7906976744186,0,0
"norte_t2.rndpts.csv","Morrocoy","Norte","t2","MOR","Continental","West",0,0.966183574879227,3.38164251207729,95.1690821256039,0,0,0.483091787439614,0,0
"norte_t3.rndpts.csv","Morrocoy","Norte","t3","MOR","Continental","West",5.97014925373134,0,0.497512437810945,93.0348258706468,0,0,0.497512437810945,0,0
"norte_t4.rndpts.csv","Morrocoy","Norte","t4","MOR","Continental","West",0,0,8.55263157894737,89.4736842105263,0,0,1.97368421052632,0,0
"pecha_t1.rndpts.csv","Los Frailes","La Pecha","t1","LFR","Insular","East",0,0,0,100,0,0,0,0,0
"pecha_t2.rndpts.csv","Los Frailes","La Pecha","t2","LFR","Insular","East",0,0,0,0,0,0,0,0,0
"pecha_t3.rndpts.csv","Los Frailes","La Pecha","t3","LFR","Insular","East",0,0,0,0,0,0,0,0,0
"pecha_t4.rndpts.csv","Los Frailes","La Pecha","t4","LFR","Insular","East",0,0,0,0,0,0,0,0,0
"petaquire_t1.rndpts.csv","Chichiriviche","Petaquire","t1","CHI","Continental","Center",0,0,0,68.75,0,0,31.25,0,0
"petaquire_t2.rndpts.csv","Chichiriviche","Petaquire","t2","CHI","Continental","Center",0,0,0,100,0,0,0,0,0
"petaquire_t3.rndpts.csv","Chichiriviche","Petaquire","t3","CHI","Continental","Center",0,0,0,97.5609756097561,0,0,2.4390243902439,0,0
"playatiburon_t1.rndpts.csv","Chichiriviche","Playa Tiburón","t1","CHI","Continental","Center",0,3.33333333333333,0,93.3333333333333,0,0,3.33333333333333,0,0
"playatiburon_t2.rndpts.csv","Chichiriviche","Playa Tiburón","t2","CHI","Continental","Center",0,0,0,97.2972972972973,0,0,2.7027027027027,0,0
"playatiburon_t3.rndpts.csv","Chichiriviche","Playa Tiburón","t3","CHI","Continental","Center",0,0,0,93.75,0,0,6.25,0,0
"playatiburon_t4.rndpts.csv","Chichiriviche","Playa Tiburón","t4","CHI","Continental","Center",0,0,0,100,0,0,0,0,0
"puntamono_t1.rndpts.csv","Chichiriviche","Punta Mono","t1","CHI","Continental","Center",0,0,0,100,0,0,0,0,0
"puntamono_t2.rndpts.csv","Chichiriviche","Punta Mono","t2","CHI","Continental","Center",0,17.8571428571429,0,75,0,0,0,0,7.14285714285714
"puntamono_t3.rndpts.csv","Chichiriviche","Punta Mono","t3","CHI","Continental","Center",0,0,0,100,0,0,0,0,0
"puntamono_t4.rndpts.csv","Chichiriviche","Punta Mono","t4","CHI","Continental","Center",0,0,0,94,0,0,6,0,0
"rabusqui_t1.rndpts.csv","Los Roques","Pelona de Rabusqui","t1","LRQ","Insular","West",0,0,0,99.4350282485876,0,0,0.564971751412429,0,0
"rabusqui_t2.rndpts.csv","Los Roques","Pelona de Rabusqui","t2","LRQ","Insular","West",0,1.31578947368421,0,98.0263157894737,0,0,0.657894736842105,0,0
"rabusqui_t3.rndpts.csv","Los Roques","Pelona de Rabusqui","t3","LRQ","Insular","West",0,0,0,98.3425414364641,0,0,1.65745856353591,0,0
"rabusqui_t4.rndpts.csv","Los Roques","Pelona de Rabusqui","t4","LRQ","Insular","West",0,3.84615384615385,0,94.2307692307692,0,0,1.92307692307692,0,0
"real_t1.rndpts.csv","Los Frailes","Puerto Real","t1","LFR","Insular","East",0,0,1.66666666666667,98.3333333333333,0,0,0,0,0
"real_t2.rndpts.csv","Los Frailes","Puerto Real","t2","LFR","Insular","East",0,0,0,83.3333333333333,0,0,16.6666666666667,0,0
"real_t3.rndpts.csv","Los Frailes","Puerto Real","t3","LFR","Insular","East",0,0,0,72.7272727272727,0,0,27.2727272727273,0,0
"real_t4.rndpts.csv","Los Frailes","Puerto Real","t4","LFR","Insular","East",0,0,0,71.4285714285714,0,0,28.5714285714286,0,0
"salinas_t1.rndpts.csv","Los Roques","Salinas","t1","LRQ","Insular","West",0,0,0,100,0,0,0,0,0
"salinas_t2.rndpts.csv","Los Roques","Salinas","t2","LRQ","Insular","West",0,0,0,100,0,0,0,0,0
"salinas_t3.rndpts.csv","Los Roques","Salinas","t3","LRQ","Insular","West",0,0,0,97.3684210526316,0,0,2.63157894736842,0,0
"salinas_t4.rndpts.csv","Los Roques","Salinas","t4","LRQ","Insular","West",0,0,0,90.9090909090909,0,0,9.09090909090909,0,0
"sombrero_t1.rndpts.csv","Morrocoy","Sombrero","t1","MOR","Continental","West",0,0,1.42857142857143,85.7142857142857,0,0,8.57142857142857,1.42857142857143,2.85714285714286
"sombrero_t2.rndpts.csv","Morrocoy","Sombrero","t2","MOR","Continental","West",0,1.11111111111111,7.77777777777778,88.8888888888889,0,0,2.22222222222222,0,0
"sombrero_t3.rndpts.csv","Morrocoy","Sombrero","t3","MOR","Continental","West",0,0,0,90.625,0,0,9.375,0,0
"sombrero_t4.rndpts.csv","Morrocoy","Sombrero","t4","MOR","Continental","West",0,0,0,98.0132450331126,0,0,1.98675496688742,0,0
"sur_t1.rndpts.csv","Morrocoy","Sur","t1","MOR","Continental","West",0,0,0,100,0,0,0,0,0
"sur_t2.rndpts.csv","Morrocoy","Sur","t2","MOR","Continental","West",0,0,0,98.4,0,0,1.6,0,0
"sur_t3.rndpts.csv","Morrocoy","Sur","t3","MOR","Continental","West",0,0.900900900900901,0,98.1981981981982,0,0,0.900900900900901,0,0
"sur_t4.rndpts.csv","Morrocoy","Sur","t4","MOR","Continental","West",0,0,6.25,92.96875,0,0,0.78125,0,0
"venada_t1.rndpts.csv","Los Roques","La Venada","t1","LRQ","Insular","West",94.3396226415094,0,0,1.88679245283019,0,0,3.77358490566038,0,0
"venada_t2.rndpts.csv","Los Roques","La Venada","t2","LRQ","Insular","West",99.0654205607477,0,0,0,0,0,0.934579439252336,0,0
"venada_t3.rndpts.csv","Los Roques","La Venada","t3","LRQ","Insular","West",98.5294117647059,0,0,1.47058823529412,0,0,0,0,0
"venada_t4.rndpts.csv","Los Roques","La Venada","t4","LRQ","Insular","West",100,0,0,0,0,0,0,0,0
