"latitude","longitude","ChlorophyllaConcent.Mean","RemoteReflectance.Mean","SSTemperatureDay.Mean","SeaSaltColumnDensity.Mean","Confiable","Ecosystem"
11.1,-64.2,476.6111,0.1868,23.3591,33.7756,TRUE,"San Agustin-Carabela"
11.1,-64.3,357.2459,0.0936,23.3071,33.7457,TRUE,"San Agustin-Carabela"
11.1,-64.4,242.3632,0.1488,23.4396,32.8742,TRUE,"Punta Cruz-Punta de Media Legua-Charagato-Blanca"
11.1,-64.5,195.0374,0.1962,23.4396,32.8742,TRUE,"Punta Cruz-Punta de Media Legua-Charagato-Blanca"
11.1,-68.3,110.3276,0.4696,24.9206,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.1,-68.4,241.3041,0.6079,26.6158,49.1027,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.1,-68.4,241.3041,0.6079,26.6158,49.1027,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.2,-63.7,240.143,0.0395,23.8982,34.6771,TRUE,"Cominoto-La Pecha"
11.2,-63.8,324.2164,0.1001,23.7617,33.7756,TRUE,"San Agustin-Carabela"
11.2,-63.9,285.5334,0.1169,23.2387,33.7756,TRUE,"San Agustin-Carabela"
11.2,-64,383.0662,0.1274,22.8263,33.7756,TRUE,"San Agustin-Carabela"
11.2,-64.1,328.1588,0.1622,23.1283,33.7756,TRUE,"San Agustin-Carabela"
11.2,-64.2,316.1452,0.1512,23.2904,33.7756,TRUE,"San Agustin-Carabela"
11.2,-64.3,284.9767,0.1833,23.52,33.7756,TRUE,"Puerto Real-Gabarra-Punta Conejo-La Muerta"
11.2,-64.4,252.1988,0.2093,23.574,32.8742,TRUE,"Punta Cruz-Punta de Media Legua-Charagato-Blanca"
11.2,-64.5,245.8029,0.1833,23.6809,32.8742,TRUE,"Cominoto-La Pecha"
11.2,-68.3,55.8332,0.4793,24.7921,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.2,-68.4,180.2964,0.5308,25.2477,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.2,-68.4,180.2964,0.5308,25.2477,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.2,-68.5,172.4065,0.5133,25.7645,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.2,-68.5,172.4065,0.5133,25.7645,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.2,-68.6,260.6738,0.5569,25.3215,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.3,-63.8,269.8163,0.095,23.9009,33.7756,TRUE,"Cominoto-La Pecha"
11.3,-63.9,239.2647,0.1122,23.7361,33.7756,TRUE,"Cominoto-La Pecha"
11.3,-64,238.426,0.1585,23.2557,33.7756,TRUE,"Punta Cruz-Punta de Media Legua-Charagato-Blanca"
11.3,-68.4,58.228,0.4971,24.8009,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.3,-68.5,124.0278,0.4554,24.6944,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.3,-68.5,124.0278,0.4554,24.6944,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.3,-68.6,387.2293,0.635,25.0927,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.3,-68.6,387.2293,0.635,25.0927,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.3,-68.7,418.1,0.825,26.054,45.4963,TRUE,"La Venada"
11.3,-70.3,701.3334,0.3127,23.9222,20.253,TRUE,"Playa Tiburon-La Pared-Petaquire-Media Legua-Punta Mono"
11.3,-70.4,766.1577,0.3667,23.8217,20.253,TRUE,"Playa Tiburon-La Pared-Petaquire-Media Legua-Punta Mono"
11.3,-70.5,763.7204,0.355,23.8261,20.253,TRUE,"Playa Tiburon-La Pared-Petaquire-Media Legua-Punta Mono"
11.3,-70.5,763.7204,0.355,23.8261,20.253,TRUE,"Playa Tiburon-La Pared-Petaquire-Media Legua-Punta Mono"
11.3,-70.6,538.2719,0.275,23.8738,33.9518,TRUE,"San Agustin-Carabela"
11.3,-70.6,538.2719,0.275,23.8738,33.9518,TRUE,"San Agustin-Carabela"
11.4,-68.6,146.8055,0.4781,24.5503,42.7914,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.4,-68.7,315.4455,0.546,24.5085,47.2995,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.4,-68.7,315.4455,0.546,24.5085,47.2995,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.4,-68.8,348.6322,0.5647,24.9094,47.2995,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.4,-68.8,348.6322,0.5647,24.9094,47.2995,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.4,-68.9,258.1224,0.55,24.8663,47.2995,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.4,-70.1,698.3194,0.4941,26.0071,45.4963,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.4,-70.2,767.5101,0.3487,23.7273,45.4963,TRUE,"La Venada"
11.4,-70.3,660.598,0.325,23.4769,45.4963,FALSE,"San Agustin-Carabela"
11.4,-70.3,660.598,0.325,23.4769,45.4963,FALSE,"San Agustin-Carabela"
11.4,-70.4,586.7616,0.2378,23.4983,45.4963,FALSE,"San Agustin-Carabela"
11.4,-70.4,586.7616,0.2378,23.4983,45.4963,FALSE,"San Agustin-Carabela"
11.4,-70.5,447.2971,0.2105,23.5611,45.49632,TRUE,"San Agustin-Carabela"
11.5,-68.7,79.2708,0.4543,24.6307,47.2995,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.5,-68.8,167.9762,0.48,24.4043,47.2995,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.5,-68.8,167.9762,0.48,24.4043,47.2995,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.5,-68.9,329.1901,0.6198,24.2427,47.2995,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.5,-68.9,329.1901,0.6198,24.2427,47.2995,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.5,-69,321.323,0.6,23.7825,47.2995,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.5,-69,321.323,0.6,23.7825,47.2995,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.5,-69.1,336.0041,0.6353,23.7149,47.2995,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.5,-69.1,336.0041,0.6353,23.7149,47.2995,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.5,-69.2,313.8752,0.5519,24.3691,47.2995,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.5,-69.2,313.8752,0.5519,24.3691,47.2995,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.5,-69.3,724.54,0.4437,23.882,47.6905,TRUE,"La Venada"
11.5,-69.3,724.54,0.4437,23.882,47.6905,TRUE,"La Venada"
11.5,-69.4,323.3701,0.3733,23.4666,48.2011,FALSE,"La Venada"
11.5,-69.4,323.3701,0.3733,23.4666,48.2011,FALSE,"La Venada"
11.5,-69.5,324.142,0.296,23.4225,48.2011,FALSE,"San Agustin-Carabela"
11.5,-69.5,324.142,0.296,23.4225,48.2011,FALSE,"San Agustin-Carabela"
11.5,-69.6,375.656,0.3,24.0109,48.2011,TRUE,"San Agustin-Carabela"
11.5,-69.6,375.656,0.3,24.0109,48.2011,TRUE,"San Agustin-Carabela"
11.5,-69.7,889.03,0.3804,26.3643,48.2011,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.5,-69.8,906.916,0.6,25.33,48.2011,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.5,-69.9,898.9667,0.6,25.1854,48.2011,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.5,-69.9,898.9667,0.6,25.1854,48.2011,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.5,-70,859.22,0.75,27.9184,45.4963,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.5,-70,859.22,0.75,27.9184,45.4963,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.5,-70.1,726.248,0.9,25.2193,45.4963,TRUE,"La Venada"
11.5,-70.1,726.248,0.9,25.2193,45.4963,TRUE,"La Venada"
11.5,-70.2,550.575,0.4154,23.619,45.4963,TRUE,"La Venada"
11.5,-70.2,550.575,0.4154,23.619,45.4963,TRUE,"La Venada"
11.5,-70.3,394.5674,0.2554,23.322,45.4963,FALSE,"San Agustin-Carabela"
11.6,-68.9,56.6043,0.5104,24.5296,47.2995,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.6,-69,96.5324,0.4818,24.1556,47.2995,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.6,-69.1,100.2006,0.4584,24.0792,47.2995,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.6,-69.2,122.36,0.4324,24.0312,47.2995,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.6,-69.3,142.8018,0.4348,23.7734,47.6903,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.6,-69.4,133.3853,0.3838,23.6996,48.2011,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.6,-69.5,109.7914,0.3318,23.6314,48.2011,TRUE,"San Agustin-Carabela"
11.6,-69.6,188.0391,0.3397,23.6434,48.2011,TRUE,"La Venada"
11.6,-69.7,267.5819,0.3808,23.8668,48.2011,TRUE,"La Venada"
11.6,-69.7,267.5819,0.3808,23.8668,48.2011,TRUE,"La Venada"
11.6,-69.8,792.9756,0.5769,25.4298,48.2011,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.6,-69.9,790.8974,0.7663,25.1065,47.4784,TRUE,"La Venada"
11.6,-69.9,790.8974,0.7663,25.1065,47.4784,TRUE,"La Venada"
11.6,-70,803.828,0.7,24.9598,45.4963,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.6,-70,803.828,0.7,24.9598,45.4963,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.6,-70.1,738.0064,0.6,24.9984,45.4963,TRUE,"Norte-Rabuski-Medio"
11.6,-70.1,738.0064,0.6,24.9984,45.4963,TRUE,"Norte-Rabuski-Medio"
11.6,-70.2,471.476,0.5304,24.522,45.4963,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.6,-70.2,471.476,0.5304,24.522,45.4963,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.6,-70.3,285.2492,0.1673,23.4095,45.4963,FALSE,"San Agustin-Carabela"
11.7,-64.4,77.8608,0.1976,24.2653,35.5786,TRUE,"San Agustin-Carabela"
11.7,-64.5,77.8222,0.1575,24.4049,35.5786,TRUE,"San Agustin-Carabela"
11.7,-64.6,73.1968,0.1686,24.3244,35.5786,TRUE,"San Agustin-Carabela"
11.7,-64.7,67.767,0.1622,24.6462,35.5786,TRUE,"San Agustin-Carabela"
11.7,-66,27.7601,0.4397,24.7359,34.6771,TRUE,"Playa Tiburon-La Pared-Petaquire-Media Legua-Punta Mono"
11.7,-66.1,30.1974,0.4069,24.9353,34.6771,TRUE,"Norte-Rabuski-Medio"
11.7,-66.2,30.6869,0.4111,24.8302,34.6771,TRUE,"Playa Tiburon-La Pared-Petaquire-Media Legua-Punta Mono"
11.7,-66.6,26.603,0.5145,24.8537,34.6771,TRUE,"Playa Tiburon-La Pared-Petaquire-Media Legua-Punta Mono"
11.7,-66.7,26.523,0.5231,24.7492,34.6771,TRUE,"Playa Tiburon-La Pared-Petaquire-Media Legua-Punta Mono"
11.7,-66.8,25.7452,0.5262,24.8707,34.6771,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.7,-66.9,23.9948,0.5105,24.968,35.5786,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.7,-69.6,91.2133,0.3527,23.9069,48.2011,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.7,-69.7,161.5087,0.4103,24.0073,48.2011,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.7,-69.7,161.5087,0.4103,24.0073,48.2011,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.7,-69.8,306.344,0.45,24.2095,48.2011,TRUE,"La Venada"
11.7,-69.9,742.4091,0.6869,26.6242,48.2011,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.7,-69.9,742.4091,0.6869,26.6242,48.2011,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.7,-70,835.9688,0.7179,32.57,45.4963,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.7,-70.1,769.8854,0.641,25.3806,45.4963,TRUE,"Norte-Rabuski-Medio"
11.7,-70.2,284.7551,0.0682,23.1462,45.4963,FALSE,"San Agustin-Carabela"
11.7,-70.2,284.7551,0.0682,23.1462,45.4963,FALSE,"San Agustin-Carabela"
11.7,-70.3,229.7299,0.1234,23.3046,45.4963,FALSE,"San Agustin-Carabela"
11.7,-70.3,229.7299,0.1234,23.3046,45.4963,FALSE,"San Agustin-Carabela"
11.7,-71.3,349.7393,0.4988,25.9152,56.3157,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.7,-71.3,349.7393,0.4988,25.9152,56.3157,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.7,-71.4,322.7798,0.336,26.0138,56.3157,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.7,-71.4,322.7798,0.336,26.0138,56.3157,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.8,-64.4,79.7233,0.1695,24.5157,37.2113,TRUE,"San Agustin-Carabela"
11.8,-64.5,86.6654,0.1844,24.4539,37.2251,TRUE,"San Agustin-Carabela"
11.8,-64.6,190.6707,-0.0362,24.5865,37.2113,FALSE,"Cominoto-La Pecha"
11.8,-64.7,69.8191,0.2081,24.6228,37.5304,TRUE,"San Agustin-Carabela"
11.8,-64.8,63.6441,0.1901,24.6133,37.5304,TRUE,"San Agustin-Carabela"
11.8,-66,36.6412,0.4092,24.9985,36.3235,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.8,-66.1,44.8349,0.4394,25.0242,36.3097,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.8,-66.2,27.0673,0.525,25.026,37.3816,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.8,-66.3,30.6839,0.4431,24.9786,36.1321,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.8,-66.5,28.4508,0.5189,25.0986,36.3235,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.8,-66.6,28.4508,0.6119,25.5245,36.3097,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.8,-66.7,231.284,0.9,25.5622,37.3816,TRUE,"La Venada"
11.8,-66.8,216.1078,0.8,25.6407,36.6288,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.8,-66.9,106.5453,0.7823,25.5038,37.3816,TRUE,"La Venada"
11.8,-69.7,107.0658,0.3915,24.1541,48.2011,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.8,-69.8,294.861,0.5625,24.6756,48.2011,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.8,-69.8,294.861,0.5625,24.6756,48.2011,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.8,-70.2,165.8919,0.1834,23.6172,50.0509,FALSE,"San Agustin-Carabela"
11.8,-70.3,157.0336,0.2101,23.6909,50.0509,FALSE,"San Agustin-Carabela"
11.8,-70.3,157.0336,0.2101,23.6909,50.0509,FALSE,"San Agustin-Carabela"
11.8,-70.4,80.7578,0.2374,24.0285,51.8076,FALSE,"San Agustin-Carabela"
11.8,-71.2,355.9971,0.5745,25.8345,54.3637,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.8,-71.3,343.9115,0.4726,25.8005,54.3637,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.8,-71.3,343.9115,0.4726,25.8005,54.3637,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.8,-71.4,250.0387,0.1441,26.1772,54.6828,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.9,-64.4,78.5247,0.1857,24.5466,38.2832,TRUE,"San Agustin-Carabela"
11.9,-64.5,99.0063,0.1527,24.6462,38.2832,TRUE,"San Agustin-Carabela"
11.9,-64.6,94.8397,0.1431,24.5044,38.2832,TRUE,"San Agustin-Carabela"
11.9,-64.7,85.7471,0.0912,24.5484,38.2832,TRUE,"San Agustin-Carabela"
11.9,-64.8,75.9201,0.1781,24.4758,38.2832,TRUE,"San Agustin-Carabela"
11.9,-66,41.1202,0.3824,24.9923,37.3816,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.9,-66.1,36.984,0.3515,25.0734,37.3816,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.9,-66.2,33.3371,0.3919,25.017,37.3816,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.9,-66.3,29.0598,0.4592,24.8707,37.3816,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.9,-66.5,28.1232,0.4643,25.0484,37.3816,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.9,-66.6,40.9394,0.7071,25.276,37.3816,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.9,-66.7,99.7624,-0.05,25.1768,37.3816,TRUE,"Norte-Rabuski-Medio"
11.9,-66.8,144.7056,0.424,24.9923,37.3816,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.9,-66.9,48.9479,0.5553,24.8707,37.3816,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.9,-67.6,22.082,0.5672,25.3034,39.1849,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.9,-67.7,22.2525,0.5559,25.3034,39.1849,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.9,-67.8,21.6608,0.5194,25.1691,39.1849,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.9,-68.2,21.6624,0.5603,25.1655,41.8897,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.9,-68.3,20.745,0.5648,25.019,41.8897,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.9,-68.7,20.1396,0.5758,24.9017,46.3978,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.9,-68.8,20.1639,0.5786,24.9113,46.3978,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.9,-69.7,60.3955,0.4,24.4043,48.2011,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
11.9,-69.8,182.6508,0.5109,24.6904,48.2011,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.9,-69.8,182.6508,0.5109,24.6904,48.2011,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.9,-70.2,155.515,0.262,23.7105,51.8076,FALSE,"San Agustin-Carabela"
11.9,-70.3,105.0562,0.2679,23.6077,51.8076,FALSE,"San Agustin-Carabela"
11.9,-70.3,105.0562,0.2679,23.6077,51.8076,FALSE,"San Agustin-Carabela"
11.9,-70.4,82.8887,0.2921,24.1935,51.8076,FALSE,"San Agustin-Carabela"
11.9,-71.1,342.9783,0.8864,25.5191,54.5124,FALSE,"La Venada"
11.9,-71.2,354.1711,0.6811,25.6812,53.6108,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.9,-71.2,354.1711,0.6811,25.6812,53.6108,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.9,-71.3,349.0818,0.5581,25.8059,53.6108,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
11.9,-71.3,349.0818,0.5581,25.8059,53.6108,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12,-64.5,85.0717,0.1525,24.6335,38.2832,TRUE,"San Agustin-Carabela"
12,-64.6,79.5068,0.1471,24.6068,38.2832,TRUE,"San Agustin-Carabela"
